Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,altitude
5976,-1.50,3.06,0.00,-0.06,0.12,0.06,0.07,0.04,-0.23,0.00,0.00,0.57
5986,-1.50,3.06,0.00,-0.06,0.12,0.06,0.05,0.04,-0.21,0.00,0.00,0.55
5995,-1.50,3.06,0.00,0.12,0.12,0.12,0.05,0.05,-0.24,0.00,0.00,0.55
6005,-1.50,3.06,0.00,0.00,0.00,0.06,0.07,0.05,-0.23,0.00,0.00,0.56
6015,-1.50,3.06,0.00,0.12,-0.25,-0.12,0.09,0.07,-0.24,0.00,0.00,0.54
6025,-1.50,3.06,0.00,0.00,0.19,-0.06,0.12,0.04,-0.22,0.00,0.00,0.55
6036,-1.50,3.06,0.00,0.00,0.06,0.00,0.12,0.04,-0.22,0.00,0.00,0.57
6045,-1.50,3.06,0.00,0.06,-0.12,-0.06,0.14,0.05,-0.24,0.00,0.00,0.55
6058,-1.50,3.06,0.00,0.06,-0.12,-0.06,0.10,0.04,-0.23,0.00,0.00,0.57
6066,-1.50,3.06,0.00,0.00,0.06,0.00,0.07,0.04,-0.23,0.00,0.00,0.53
6078,-1.50,3.06,0.00,0.00,0.06,0.00,0.05,0.06,-0.21,0.00,0.00,0.53
6086,-1.50,3.06,0.00,0.12,-0.12,-0.12,0.04,0.05,-0.23,0.00,0.00,0.52
6097,-1.50,3.06,0.00,0.06,0.12,0.00,0.03,0.05,-0.23,0.00,0.00,0.54
6105,-1.50,3.06,0.00,0.00,0.00,-0.06,0.07,0.03,-0.25,0.00,0.00,0.54
6221,-1.50,3.06,0.00,-0.19,-0.25,-0.06,0.10,0.07,-0.24,0.00,0.00,0.53
6229,-1.50,3.06,0.00,-0.19,-0.25,-0.06,0.11,0.04,-0.25,0.00,0.00,0.54
6239,-1.50,3.06,0.00,-0.06,-0.19,0.00,0.11,0.04,-0.20,0.00,0.00,0.53
6246,-1.50,3.06,0.00,-0.06,-0.12,-0.06,0.10,0.04,-0.25,0.00,0.00,0.53
6257,-1.50,3.06,0.00,0.00,0.00,-0.06,0.07,0.06,-0.22,0.00,0.00,0.55
6265,-1.50,3.06,0.00,-0.06,-0.19,0.00,0.08,0.08,-0.25,0.00,0.00,0.52
6275,-1.50,3.06,0.00,0.12,0.19,0.19,0.06,0.06,-0.23,0.00,0.00,0.52
6284,-1.50,3.06,0.00,0.12,0.19,0.19,0.06,0.05,-0.22,0.00,0.00,0.51
6294,-1.50,3.06,0.00,0.25,0.38,-0.06,0.07,0.06,-0.23,0.00,0.00,0.52
6303,-1.50,3.06,0.00,0.00,0.06,0.06,0.08,0.04,-0.25,0.00,0.00,0.51
6313,-1.50,3.06,0.00,0.00,0.19,0.00,0.09,0.04,-0.23,0.00,0.00,0.49
6323,-1.50,3.06,0.00,0.06,-0.06,-0.06,0.09,0.05,-0.23,0.00,0.00,0.51
6335,-1.50,3.06,0.00,-0.06,-0.19,-0.06,0.09,0.05,-0.23,0.00,0.00,0.50
6344,-1.50,3.06,0.00,0.00,-0.06,0.12,0.08,0.07,-0.19,0.00,0.00,0.51
6357,-1.50,3.06,0.00,0.00,-0.06,0.12,0.08,0.05,-0.25,0.00,0.00,0.52
6391,-1.50,3.06,0.00,0.00,-0.25,-0.12,0.06,0.04,-0.24,0.00,0.00,0.55
6404,-1.50,3.06,0.00,-0.06,-0.25,0.06,0.08,0.06,-0.22,0.00,0.00,0.54
6413,-1.50,3.06,0.00,0.00,-0.12,0.06,0.08,0.04,-0.26,0.00,0.00,0.52
6423,-1.50,3.06,0.00,-0.06,-0.19,0.06,0.09,0.04,-0.24,0.00,0.00,0.53
6432,-1.50,3.06,0.00,0.00,0.06,0.00,0.11,0.04,-0.20,0.00,0.00,0.54
6442,-1.50,3.06,0.00,0.19,-0.19,0.00,0.11,0.04,-0.20,0.00,0.00,0.54
6452,-1.50,3.06,0.00,0.00,0.00,-0.19,0.08,0.03,-0.22,0.00,0.00,0.53
6462,-1.50,3.06,0.00,0.06,0.06,0.00,0.06,0.05,-0.22,0.00,0.00,0.54
6472,-1.50,3.06,0.00,0.06,-0.12,0.00,0.08,0.05,-0.22,0.00,0.00,0.52
6481,-1.50,3.06,0.00,0.12,0.12,0.06,0.08,0.05,-0.22,0.00,0.00,0.53
6492,-1.50,3.06,0.00,0.12,0.19,0.00,0.05,0.05,-0.24,0.00,0.00,0.51
6502,-1.50,3.06,0.00,0.06,0.12,0.12,0.04,0.04,-0.24,0.00,0.00,0.52
6512,-1.50,3.06,0.00,-0.06,0.19,0.12,0.07,0.04,-0.25,0.00,0.00,0.52
6522,-1.50,3.06,0.00,-0.06,-0.06,-0.06,0.07,0.04,-0.25,0.00,0.00,0.51
6530,-1.50,3.06,0.00,0.06,0.06,0.12,0.11,0.06,-0.22,0.00,0.00,0.50
6563,-1.50,3.06,0.00,-0.06,-0.06,0.06,0.10,0.03,-0.26,0.00,0.00,0.52
6572,-1.50,3.06,0.00,0.06,0.12,0.06,0.09,0.03,-0.23,0.00,0.00,0.51
6581,-1.50,3.06,0.00,0.19,-0.12,0.12,0.10,0.06,-0.22,0.00,0.00,0.52
6591,-1.50,3.06,0.00,-0.12,-0.25,0.00,0.09,0.07,-0.22,0.00,0.00,0.53
6601,-1.50,3.06,0.00,-0.06,0.19,-0.06,0.10,0.04,-0.24,0.00,0.00,0.53
6612,-1.50,3.06,0.00,0.00,0.06,0.00,0.10,0.04,-0.24,0.00,0.00,0.53
6622,-1.50,3.06,0.00,-0.06,0.19,0.12,0.08,0.06,-0.23,0.00,0.00,0.54
6632,-1.50,3.06,0.00,-0.06,-0.06,0.06,0.08,0.06,-0.23,0.00,0.00,0.52
6642,-1.50,3.06,0.00,-0.12,-0.19,0.00,0.10,0.04,-0.24,0.00,0.00,0.52
6652,-1.50,3.06,0.00,0.12,0.12,0.06,0.09,0.07,-0.24,0.00,0.00,0.51
6661,-1.50,3.06,0.00,0.12,0.25,-0.06,0.07,0.08,-0.22,0.00,0.00,0.53
6673,-1.50,3.06,0.00,0.00,0.25,-0.19,0.08,0.04,-0.27,0.00,0.00,0.52
6682,-1.50,3.06,0.00,-0.06,0.06,-0.06,0.09,0.06,-0.21,0.00,0.00,0.53
6694,-1.50,3.06,0.00,-0.06,0.06,-0.06,0.09,0.04,-0.22,0.00,0.00,0.53
6852,-1.50,3.06,0.00,0.12,0.00,-0.12,0.09,0.04,-0.26,0.00,0.00,0.52
6865,-1.50,3.06,0.00,0.00,-0.25,0.06,0.09,0.06,-0.23,0.00,0.00,0.51
6872,-1.50,3.06,0.00,-0.06,-0.25,0.06,0.10,0.05,-0.24,0.00,0.00,0.52
6885,-1.50,3.06,0.00,-0.06,0.25,-0.06,0.11,0.04,-0.23,0.00,0.00,0.52
6892,-1.50,3.06,0.00,-0.12,0.00,0.00,0.06,0.04,-0.22,0.00,0.00,0.50
6904,-1.50,3.06,0.00,-0.06,0.00,0.00,0.05,0.05,-0.25,0.00,0.00,0.51
6911,-1.50,3.06,0.00,-0.06,0.06,-0.06,0.09,0.07,-0.26,0.00,0.00,0.51
6921,-1.50,3.06,0.00,-0.06,0.06,-0.06,0.07,0.06,-0.25,0.00,0.00,0.51
6930,-1.50,3.06,0.00,-0.12,-0.12,0.00,0.06,0.06,-0.20,0.00,0.00,0.51
6944,-1.50,3.06,0.00,0.12,-0.12,0.19,0.08,0.04,-0.19,0.00,0.00,0.51
6952,-1.50,3.06,0.00,0.12,0.06,0.00,0.08,0.03,-0.26,0.00,0.00,0.52
6962,-1.50,3.06,0.00,0.19,0.12,-0.06,0.08,0.03,-0.21,0.00,0.00,0.53
6971,-1.50,3.06,0.00,0.00,-0.06,-0.06,0.10,0.05,-0.25,0.00,0.00,0.53
6980,-1.50,3.06,0.00,-0.12,-0.38,0.06,0.09,0.06,-0.21,0.00,0.00,0.53
6989,-1.50,3.06,0.00,-0.12,-0.38,0.06,0.10,0.08,-0.25,0.00,0.00,0.55
7020,-1.50,3.06,0.00,0.00,0.31,-0.06,0.08,0.04,-0.20,0.00,0.00,0.52
7029,-1.50,3.06,0.00,0.00,0.31,-0.06,0.09,0.07,-0.22,0.00,0.00,0.54
7042,-1.50,3.06,0.00,-0.06,-0.19,0.06,0.05,0.05,-0.22,0.00,0.00,0.54
7050,-1.50,3.06,0.00,-0.12,0.06,0.00,0.07,0.06,-0.25,0.00,0.00,0.54
7059,-1.50,3.06,0.00,-0.12,0.06,0.00,0.08,0.06,-0.24,0.00,0.00,0.53
7069,-1.50,3.06,0.00,-0.19,0.00,-0.06,0.07,0.04,-0.25,0.00,0.00,0.54
7078,-1.50,3.06,0.00,0.00,0.25,-0.06,0.07,0.04,-0.23,0.00,0.00,0.52
7088,-1.50,3.06,0.00,0.00,0.06,0.06,0.07,0.04,-0.23,0.00,0.00,0.53
7101,-1.50,3.06,0.00,0.00,-0.25,0.06,0.08,0.08,-0.24,0.00,0.00,0.52
7109,-1.50,3.06,0.00,0.12,0.00,0.06,0.11,0.04,-0.23,0.00,0.00,0.53
7119,-1.50,3.06,0.00,0.12,0.00,0.06,0.08,0.04,-0.24,0.00,0.00,0.55
7131,-1.50,3.06,0.00,-0.06,-0.12,0.00,0.08,0.04,-0.24,0.00,0.00,0.52
7139,-1.50,3.06,0.00,0.00,0.06,0.12,0.08,0.04,-0.19,0.00,0.00,0.52
7150,-1.50,3.06,0.00,0.00,0.06,0.12,0.07,0.04,-0.22,0.00,0.00,0.53
7159,-1.50,3.06,0.00,0.00,-0.19,-0.06,0.06,0.04,-0.23,0.00,0.00,0.53
7189,-1.50,3.06,0.00,-0.12,-0.06,0.00,0.10,0.05,-0.23,0.00,0.00,0.51
7198,-1.50,3.06,0.00,-0.12,-0.06,0.00,0.07,0.05,-0.25,0.00,0.00,0.52
7208,-1.50,3.06,0.00,-0.19,-0.19,0.06,0.08,0.03,-0.24,0.00,0.00,0.53
7218,-1.50,3.06,0.00,0.00,-0.19,-0.06,0.10,0.04,-0.25,0.00,0.00,0.54
7227,-1.50,3.06,0.00,-0.06,0.00,0.06,0.10,0.04,-0.25,0.00,0.00,0.52
7239,-1.50,3.06,0.00,-0.12,-0.06,-0.06,0.08,0.03,-0.23,0.00,0.00,0.51
7248,-1.50,3.06,0.00,0.00,0.00,0.06,0.07,0.05,-0.25,0.00,0.00,0.53
7259,-1.50,3.06,0.00,-0.19,0.00,0.06,0.08,0.04,-0.24,0.00,0.00,0.53
7269,-1.50,3.06,0.00,-0.19,-0.12,-0.12,0.07,0.04,-0.23,0.00,0.00,0.53
7279,-1.50,3.06,0.00,-0.19,-0.12,-0.12,0.11,0.05,-0.22,0.00,0.00,0.53
7288,-1.50,3.06,0.00,-0.12,0.00,-0.06,0.10,0.06,-0.24,0.00,0.00,0.52
