Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,altitude
7005,-4.94,91.56,-1.56,0.25,4.00,-2.69,-0.10,-0.12,0.06,0.00,0.00,1.32
7016,-4.94,91.56,-1.50,0.19,4.12,-3.44,-0.08,-0.10,0.06,0.00,0.00,1.39
7027,-4.88,91.56,-1.44,0.44,4.06,-4.31,-0.05,-0.10,0.06,0.00,0.00,1.47
7039,-4.81,91.56,-1.31,0.25,4.00,-4.88,0.00,-0.16,0.03,0.00,0.00,1.49
7050,-4.81,91.56,-1.25,0.31,4.12,-5.06,0.00,-0.16,0.04,0.00,0.00,1.68
7062,-4.75,91.56,-1.12,0.12,4.06,-5.50,0.02,-0.14,0.02,0.00,0.00,1.66
7073,-4.69,91.56,-1.06,0.25,4.12,-5.56,0.07,-0.12,0.01,0.00,0.00,1.74
7084,-4.56,91.56,-0.88,0.44,4.25,-5.38,0.09,-0.13,0.03,0.00,0.00,1.77
7096,-4.50,91.56,-0.75,0.44,4.00,-5.00,0.11,-0.11,0.05,0.00,0.00,1.78
7106,-4.50,91.56,-0.69,0.19,3.94,-4.56,0.11,-0.12,0.03,0.00,0.00,1.84
7116,-4.44,91.56,-0.62,0.31,3.81,-3.75,0.14,-0.14,0.04,0.00,0.00,1.85
7127,-4.38,91.62,-0.56,0.25,3.81,-3.12,0.13,-0.14,0.00,0.00,0.00,1.85
7138,-4.38,91.62,-0.50,0.31,3.94,-2.44,0.13,-0.16,0.01,0.00,0.00,1.85
7150,-4.38,91.62,-0.44,0.25,3.62,-1.50,0.16,-0.16,0.01,0.00,0.00,1.82
7160,-4.31,91.62,-0.38,0.25,3.75,-0.81,0.12,-0.14,0.02,0.00,0.00,1.84
7187,-4.38,91.62,-0.25,0.44,3.44,1.69,0.07,-0.12,0.03,0.00,0.00,1.78
7197,-4.38,91.62,-0.25,0.50,3.25,2.31,0.03,-0.12,0.00,0.00,0.00,1.76
7210,-4.38,91.62,-0.25,0.44,3.25,2.88,0.00,-0.15,0.03,0.00,0.00,1.72
7223,-4.44,91.62,-0.25,0.44,3.06,3.25,0.00,-0.13,0.01,0.00,0.00,1.69
7238,-4.44,91.62,-0.25,0.38,2.81,3.62,-0.08,-0.14,0.03,0.00,0.00,1.60
7249,-4.56,91.62,-0.31,0.44,2.88,3.69,-0.11,-0.14,0.03,0.00,0.00,1.55
7260,-4.56,91.62,-0.31,0.38,2.69,3.44,-0.14,-0.12,0.02,0.00,0.00,1.60
7274,-4.62,91.62,-0.31,0.38,2.62,3.06,-0.15,-0.13,0.02,0.00,0.00,1.55
7287,-4.62,91.62,-0.31,0.25,2.50,2.00,-0.19,-0.12,0.00,0.00,0.00,1.39
7298,-4.69,91.62,-0.31,0.19,2.25,1.31,-0.20,-0.13,0.00,0.00,0.00,1.36
7312,-4.69,91.62,-0.25,0.19,2.69,0.50,-0.23,-0.08,0.02,0.00,0.00,1.32
7325,-4.69,91.62,-0.25,0.19,2.25,-0.25,-0.22,-0.11,0.02,0.00,0.00,1.33
7339,-4.69,91.62,-0.25,0.25,2.31,-2.12,-0.24,-0.08,0.00,0.00,0.00,1.27
7350,-4.62,91.62,-0.12,0.12,2.19,-3.06,-0.18,-0.14,0.01,0.00,0.00,1.30
7379,-4.56,91.62,-0.06,0.00,2.19,-5.12,-0.16,-0.12,-0.01,0.00,0.00,1.27
7391,-4.50,91.62,0.12,-0.06,1.88,-5.69,-0.13,-0.15,0.00,0.00,0.00,1.16
7403,-4.44,91.62,0.19,0.12,1.75,-6.12,-0.11,-0.12,0.00,0.00,0.00,1.27
7414,-4.38,91.62,0.25,0.00,1.81,-6.25,-0.08,-0.12,0.00,0.00,0.00,1.26
7426,-4.31,91.62,0.31,0.12,1.56,-6.12,0.00,-0.14,-0.02,0.00,0.00,1.22
7438,-4.19,91.62,0.50,0.19,1.38,-6.00,-0.02,-0.13,-0.01,0.00,0.00,1.27
7448,-4.12,91.62,0.56,-0.06,1.56,-5.62,-0.01,-0.14,-0.03,0.00,0.00,1.18
7460,-4.06,91.62,0.62,-0.06,1.25,-5.19,0.00,-0.14,-0.04,0.00,0.00,1.25
7470,-4.00,91.62,0.69,-0.06,1.25,-4.44,0.03,-0.13,-0.01,0.00,0.00,1.20
7484,-4.00,91.62,0.69,0.12,0.94,-3.75,0.04,-0.12,-0.04,0.00,0.00,1.25
7496,-3.94,91.62,0.75,0.06,0.75,-2.94,0.05,-0.14,-0.02,0.00,0.00,1.22
7510,-3.94,91.62,0.75,-0.06,0.12,-1.25,0.01,-0.15,-0.01,0.00,0.00,1.17
7521,-3.94,91.62,0.75,0.00,0.19,-0.38,0.00,-0.13,-0.03,0.00,0.00,1.25
7535,-3.94,91.62,0.75,0.06,0.19,0.44,0.00,-0.15,-0.04,0.00,0.00,1.17
7559,-4.00,91.62,0.75,0.12,-0.50,2.62,-0.08,-0.11,-0.03,0.00,0.00,1.21
7570,-4.00,91.62,0.69,0.00,-0.50,2.94,-0.11,-0.11,-0.04,0.00,0.00,1.23
7581,-4.06,91.62,0.69,0.06,-0.50,3.31,-0.16,-0.11,-0.03,0.00,0.00,1.26
7593,-4.06,91.62,0.62,0.00,-0.69,3.31,-0.17,-0.13,-0.03,0.00,0.00,1.23
7604,-4.12,91.62,0.56,-0.12,-0.88,3.50,-0.19,-0.10,-0.02,0.00,0.00,1.26
7616,-4.19,91.62,0.50,-0.12,-1.00,3.38,-0.22,-0.13,-0.02,0.00,0.00,1.38
7629,-4.19,91.62,0.50,-0.06,-1.31,2.62,-0.25,-0.10,-0.03,0.00,0.00,1.40
7639,-4.25,91.62,0.38,-0.12,-1.25,2.19,-0.27,-0.11,-0.03,0.00,0.00,1.36
7650,-4.31,91.62,0.38,-0.12,-1.31,1.44,-0.27,-0.11,-0.02,0.00,0.00,1.37
7661,-4.31,91.62,0.31,0.00,-1.44,0.00,-0.29,-0.09,-0.01,0.00,0.00,1.39
7672,-4.31,91.62,0.31,0.00,-1.44,0.00,-0.30,-0.11,-0.04,0.00,0.00,1.49
7685,-4.31,91.62,0.25,-0.19,-1.62,-0.75,-0.28,-0.11,-0.05,0.00,0.00,1.48
7699,-4.31,91.62,0.25,-0.19,-1.62,-1.75,-0.26,-0.09,-0.04,0.00,0.00,1.67
7710,-4.25,91.69,0.25,-0.19,-1.94,-3.88,-0.22,-0.10,-0.05,0.00,0.00,1.60
7739,-4.19,91.62,0.31,-0.31,-1.88,-4.25,-0.20,-0.11,-0.02,0.00,0.00,1.68
7750,-4.12,91.62,0.31,-0.31,-2.12,-5.38,-0.14,-0.13,-0.03,0.00,0.00,1.76
7760,-4.06,91.62,0.38,-0.38,-2.19,-5.38,-0.12,-0.12,-0.01,0.00,0.00,1.75
7770,-4.00,91.62,0.38,-0.44,-2.31,-5.31,-0.10,-0.11,-0.05,0.00,0.00,1.78
7781,-4.00,91.62,0.44,-0.31,-2.31,-4.94,-0.06,-0.15,-0.05,0.00,0.00,1.81
7791,-3.94,91.62,0.44,-0.31,-2.62,-4.56,-0.02,-0.14,-0.05,0.00,0.00,1.82
7801,-3.88,91.62,0.44,-0.31,-2.62,-4.06,-0.03,-0.14,-0.02,0.00,0.00,1.83
7811,-3.88,91.62,0.44,-0.56,-2.62,-3.50,-0.02,-0.12,-0.04,0.00,0.00,1.82
7822,-3.81,91.62,0.44,-0.38,-2.88,-2.75,0.00,-0.15,-0.07,0.00,0.00,1.85
7832,-3.81,91.62,0.44,-0.38,-3.31,-1.94,0.04,-0.16,-0.08,0.00,0.00,1.83
7843,-3.81,91.62,0.44,-0.38,-3.19,-1.00,0.02,-0.15,-0.04,0.00,0.00,1.79
7853,-3.81,91.62,0.38,-0.25,-3.25,0.12,0.03,-0.15,-0.04,0.00,0.00,1.78
7864,-3.81,91.62,0.31,-0.31,-3.31,0.75,0.03,-0.13,-0.04,0.00,0.00,1.77
7875,-3.81,91.62,0.31,-0.38,-3.50,1.62,0.02,-0.15,-0.04,0.00,0.00,1.71
7901,-3.88,91.62,0.19,-0.25,-3.44,3.50,0.35,-0.16,-0.08,0.00,0.00,1.66
7913,-3.94,91.62,0.06,-0.12,-3.19,3.56,0.28,-0.14,-0.03,0.00,0.00,1.64
7924,-3.94,91.62,0.00,-0.19,-2.44,3.25,0.16,-0.16,-0.05,0.00,0.00,1.62
7937,-3.94,91.62,0.00,-0.19,-1.94,2.94,0.30,-0.22,-0.09,0.00,0.00,1.65
7951,-4.00,91.62,-0.06,0.06,-1.06,2.69,0.06,-0.16,-0.06,0.00,0.00,1.68
7962,-4.00,91.62,-0.06,0.38,0.00,1.94,0.18,-0.13,-0.08,0.00,0.00,1.57
7973,-4.00,91.62,-0.06,0.31,0.56,1.56,0.15,-0.10,-0.04,0.00,0.00,1.64
7985,-4.06,91.62,-0.06,0.31,1.00,1.31,-0.07,-0.01,-0.02,0.00,0.00,1.70
7998,-4.06,91.62,-0.06,0.12,1.25,1.19,0.05,0.15,0.00,0.00,0.00,1.77
8009,-4.06,91.62,-0.06,-0.44,1.69,0.81,0.28,0.15,0.04,0.00,0.00,1.79
8020,-4.06,91.62,-0.06,-0.50,2.56,0.12,0.00,-0.14,-0.06,0.00,0.00,1.79
8031,-4.06,91.69,0.00,-0.31,3.44,-0.81,0.31,-0.26,-0.12,0.00,0.00,1.83
8041,-4.00,91.69,0.06,-0.06,4.25,-1.44,0.46,-0.25,-0.10,0.00,0.00,1.79
8053,-4.00,91.69,0.19,0.06,5.25,-2.12,0.43,-0.07,-0.01,0.00,0.00,1.73
8065,-3.94,91.69,0.25,0.06,6.00,-2.69,0.43,-0.19,-0.02,0.00,0.00,1.69
8094,-3.94,91.69,0.44,0.44,7.38,-2.25,0.38,-0.24,-0.05,0.00,0.00,1.31
8104,-3.81,91.69,0.69,0.81,8.12,-1.12,0.39,-0.25,-0.04,0.00,0.00,1.18
8117,-3.81,91.69,0.81,0.94,8.75,-0.38,0.45,-0.26,-0.02,0.00,0.00,1.20
8129,-3.75,91.69,0.94,1.19,8.94,0.75,0.52,-0.15,-0.01,0.00,0.00,1.13
8143,-3.75,91.69,1.00,1.00,9.50,1.69,0.47,0.02,0.05,0.00,0.00,1.04
8154,-3.75,91.69,1.25,0.62,10.38,3.38,0.45,0.01,0.07,0.00,0.00,1.09
8164,-3.75,91.69,1.31,0.38,10.81,4.38,0.21,-0.05,0.03,0.00,0.00,1.06
8174,-3.75,91.69,1.38,0.25,11.31,4.88,0.24,-0.10,0.03,0.00,0.00,1.12
8186,-3.81,91.69,1.50,0.19,11.31,5.44,0.26,-0.13,0.00,0.00,0.00,1.04
8199,-3.88,91.69,1.56,0.38,11.50,5.94,0.17,-0.25,-0.01,0.00,0.00,0.91
8209,-3.94,91.69,1.62,0.69,11.81,6.31,0.08,-0.43,-0.06,0.00,0.00,0.86
8219,-4.00,91.69,1.69,1.00,12.12,6.44,0.13,-0.40,-0.05,0.00,0.00,0.95
8233,-4.06,91.69,1.75,1.50,12.19,6.38,-0.02,-0.22,0.01,0.00,0.00,1.11
8243,-4.12,91.69,1.88,1.94,12.81,5.75,0.03,-0.06,0.08,0.00,0.00,0.90
8266,-4.25,91.69,2.00,1.56,13.00,4.69,0.06,0.09,0.09,0.00,0.00,0.73
8277,-4.25,91.62,2.12,1.44,13.44,4.06,0.04,0.04,0.07,0.00,0.00,0.79
8290,-4.31,91.62,2.25,1.31,14.00,3.38,0.04,-0.07,0.01,0.00,0.00,0.73
8303,-4.31,91.62,2.31,1.12,14.25,3.06,-0.04,-0.16,0.03,0.00,0.00,0.76
8312,-4.31,91.62,2.44,1.12,14.44,1.50,-0.11,-0.15,0.08,0.00,0.00,0.74
8323,-4.38,91.62,2.56,1.12,14.44,1.50,-0.08,-0.13,0.02,0.00,0.00,0.72
8333,-4.38,91.62,2.75,1.25,14.88,0.06,-0.13,-0.10,0.04,0.00,0.00,0.79
8343,-4.38,91.62,2.88,1.25,15.00,-0.75,-0.10,-0.12,0.04,0.00,0.00,0.79
8353,-4.31,91.62,3.06,1.19,15.00,-1.44,-0.08,-0.13,0.05,0.00,0.00,0.86
8362,-4.31,91.62,3.19,1.19,15.00,-1.44,-0.08,-0.10,0.07,0.00,0.00,0.80
8374,-4.31,91.62,3.38,1.19,15.19,-2.12,-0.08,-0.10,0.07,0.00,0.00,0.85
8383,-4.25,91.62,3.75,1.38,15.62,-3.00,0.22,-0.15,0.04,0.00,0.00,0.85
8393,-4.25,91.62,3.75,1.31,16.12,-3.12,0.23,-0.18,0.03,0.00,0.00,0.86
8403,-4.19,91.62,3.94,1.38,16.56,-3.12,0.46,-0.27,0.00,0.00,0.00,0.85
8412,-4.19,91.62,4.12,1.50,17.31,-2.88,0.56,-0.26,0.00,0.00,0.00,0.90
8437,-4.06,91.62,4.75,1.69,18.25,-1.75,0.56,-0.19,0.00,0.00,0.00,0.93
8448,-4.06,91.62,4.94,1.75,19.12,-1.00,0.48,-0.16,0.01,0.00,0.00,1.10
8456,-4.06,91.62,5.12,2.00,19.38,-0.62,0.45,-0.18,0.00,0.00,0.00,1.43
8466,-4.00,91.62,5.38,1.94,20.06,0.31,0.41,-0.10,0.00,0.00,0.00,1.53
8474,-4.00,91.62,5.56,2.00,20.38,1.12,0.49,-0.10,0.00,0.00,0.00,1.48
8485,-3.94,91.62,5.81,1.69,21.00,1.88,0.49,-0.10,-0.02,0.00,0.00,1.41
8493,-3.94,91.62,6.06,1.81,21.25,2.75,0.58,-0.16,-0.01,0.00,0.00,1.39
8507,-3.94,91.62,6.06,2.00,22.06,3.56,0.56,-0.22,-0.01,0.00,0.00,1.45
8517,-3.88,91.56,6.50,1.88,22.62,4.06,0.42,-0.17,-0.01,0.00,0.00,1.47
8525,-3.88,91.56,6.75,2.12,23.44,4.50,0.33,-0.19,-0.06,0.00,0.00,1.46
8536,-3.94,91.56,6.94,2.31,23.94,4.75,0.27,-0.25,-0.08,0.00,0.00,1.45
8544,-3.94,91.56,7.19,2.69,24.38,4.81,0.18,-0.27,-0.11,0.00,0.00,1.44
8553,-3.94,91.56,7.19,3.00,24.81,4.69,0.00,-0.22,-0.08,0.00,0.00,1.46
8562,-4.00,91.56,7.38,3.00,24.81,4.69,0.00,-0.22,-0.08,0.00,0.00,1.44
8584,-4.12,91.50,8.00,2.94,25.31,3.62,-0.12,0.00,-0.03,0.00,0.00,1.43
8593,-4.12,91.50,8.00,2.75,25.19,3.06,-0.16,0.02,-0.02,0.00,0.00,1.46
8603,-4.12,91.50,8.25,2.75,25.19,3.06,-0.29,0.01,0.00,0.00,0.00,1.47
8611,-4.12,91.50,8.44,2.50,25.25,2.38,-0.29,0.01,0.00,0.00,0.00,1.45
8620,-4.12,91.50,8.69,2.44,25.06,1.56,-0.41,0.03,-0.02,0.00,0.00,1.41
8632,-4.12,91.50,8.94,2.31,25.00,0.81,-0.48,-0.05,-0.04,0.00,0.00,1.23
8644,-4.12,91.50,9.19,2.12,24.62,0.00,-0.56,-0.10,-0.04,0.00,0.00,0.62
8654,-4.12,91.50,9.44,2.19,23.75,-1.50,-0.56,-0.08,-0.04,0.00,0.00,0.29
8666,-4.12,91.50,9.69,2.19,23.75,-1.50,-0.56,-0.08,-0.04,0.00,0.00,0.12
8675,-4.12,91.50,10.12,1.88,22.75,-3.25,-0.62,-0.04,-0.01,0.00,0.00,0.09
8688,-4.12,91.50,10.12,1.81,22.31,-3.94,-0.56,-0.05,-0.04,0.00,0.00,0.20
8696,-4.12,91.50,10.56,1.62,21.69,-4.56,-0.54,-0.05,-0.04,0.00,0.00,0.19
8708,-4.12,91.50,10.75,1.31,21.25,-5.19,-0.56,-0.14,-0.02,0.00,0.00,0.20
8716,-4.06,91.50,11.00,1.56,20.50,-5.19,-0.38,-0.31,-0.07,0.00,0.00,0.20
8743,-4.00,91.50,11.44,1.94,19.56,-5.25,-0.23,-0.39,-0.17,0.00,0.00,0.24
8754,-3.94,91.50,11.69,2.31,19.25,-4.69,0.11,-0.05,-0.05,0.00,0.00,0.27
8762,-3.88,91.50,11.94,2.25,19.06,-3.88,0.11,-0.05,-0.05,0.00,0.00,0.29
8770,-3.88,91.44,12.12,2.38,18.94,-2.88,0.13,0.01,-0.03,0.00,0.00,0.29
8781,-3.81,91.44,12.31,2.12,18.81,-2.00,0.18,0.06,-0.04,0.00,0.00,0.34
8792,-3.81,91.44,12.56,1.88,18.75,-1.00,0.25,0.00,-0.03,0.00,0.00,0.55
8803,-3.81,91.44,12.75,1.81,18.81,0.19,0.25,-0.09,-0.06,0.00,0.00,0.50
8810,-3.81,91.44,12.94,1.69,19.00,1.12,0.30,-0.16,-0.07,0.00,0.00,0.40
8818,-3.81,91.44,13.06,1.62,19.38,2.00,0.32,-0.24,-0.08,0.00,0.00,0.35
8828,-3.88,91.44,13.25,1.75,19.69,2.88,0.28,-0.35,-0.17,0.00,0.00,0.30
8835,-3.88,91.44,13.44,2.06,19.75,3.44,0.22,-0.19,-0.13,0.00,0.00,0.34
8846,-3.88,91.44,13.44,2.31,20.19,3.81,0.28,-0.23,-0.12,0.00,0.00,0.35
8855,-3.88,91.44,13.62,2.62,20.88,3.88,0.20,-0.21,-0.12,0.00,0.00,0.38
8865,-3.88,91.44,13.81,2.62,20.88,3.88,0.20,-0.21,-0.12,0.00,0.00,0.37
8887,-3.94,91.44,14.38,2.81,21.62,3.19,0.07,-0.11,-0.09,0.00,0.00,0.37
8895,-3.94,91.44,14.38,2.75,21.94,2.69,-0.05,-0.14,-0.13,0.00,0.00,0.35
8905,-4.00,91.38,14.56,2.75,21.94,2.69,-0.08,-0.01,-0.09,0.00,0.00,0.33
8915,-4.00,91.38,14.75,2.69,22.00,2.06,-0.08,-0.01,-0.09,0.00,0.00,0.38
8923,-4.00,91.38,14.94,2.69,22.25,1.69,-0.09,-0.05,-0.11,0.00,0.00,0.65
8936,-4.00,91.38,15.19,2.50,22.38,0.88,-0.20,-0.09,-0.09,0.00,0.00,1.31
8946,-4.00,91.38,15.38,2.19,22.25,-0.62,-0.33,-0.10,-0.10,0.00,0.00,1.48
8959,-4.00,91.38,15.62,2.25,22.00,-1.06,-0.43,-0.20,-0.11,0.00,0.00,1.49
8967,-4.00,91.38,16.06,2.25,21.69,-1.44,-0.42,-0.22,-0.13,0.00,0.00,1.52
8977,-4.00,91.38,16.06,2.38,21.12,-1.81,-0.35,-0.21,-0.11,0.00,0.00,1.49
8987,-3.94,91.38,16.31,2.50,20.81,-2.00,-0.36,-0.17,-0.13,0.00,0.00,1.52
8998,-3.94,91.31,16.50,2.50,20.19,-2.06,-0.33,-0.20,-0.14,0.00,0.00,1.56
9007,-3.94,91.31,16.75,2.56,19.69,-2.06,-0.27,-0.12,-0.10,0.00,0.00,1.62
9017,-3.94,91.31,16.94,2.56,19.69,-2.06,-0.20,0.00,-0.07,0.00,0.00,1.62
9040,-3.88,91.31,17.50,2.50,18.94,-1.38,-0.03,-0.10,-0.12,0.00,0.00,1.63
9048,-3.88,91.31,17.75,2.38,18.81,-1.31,0.06,-0.10,-0.08,0.00,0.00,1.63
9057,-3.88,91.31,17.75,2.25,18.75,-1.12,0.05,-0.07,-0.08,0.00,0.00,1.57
9066,-3.88,91.25,17.94,2.25,18.75,-1.12,0.02,-0.02,-0.09,0.00,0.00,1.50
9076,-3.81,91.25,18.12,2.00,19.00,-1.19,0.02,-0.02,-0.09,0.00,0.00,1.33
9087,-3.81,91.25,18.31,1.88,19.12,-1.19,-0.09,0.02,-0.10,0.00,0.00,1.01
9099,-3.81,91.25,18.50,1.75,18.81,-0.81,-0.21,-0.10,-0.15,0.00,0.00,0.69
9109,-3.81,91.25,18.94,1.56,18.81,-1.00,-0.22,-0.16,-0.13,0.00,0.00,0.95
9122,-3.81,91.25,18.94,1.75,18.56,-1.06,-0.24,-0.25,-0.15,0.00,0.00,1.46
