Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,alt,cP,cR,cYI
232250613,-9.56,7.62,2.62,6.06,2.94,2.69,-1.14,0.81,-0.64,2.50,5.60,1.08,0.00,0.00,-2.62
232260616,-9.50,7.56,2.62,6.56,5.50,2.62,-1.05,-0.20,-0.28,2.50,5.60,1.09,0.00,0.00,-2.62
232270620,-9.44,7.50,2.69,6.88,7.69,2.50,-1.52,1.25,-0.36,2.50,5.60,1.10,0.00,0.00,-2.69
232281018,-9.38,7.44,2.69,7.62,10.06,1.81,-0.83,0.18,-0.15,2.50,5.60,1.10,0.00,0.00,-2.69
232291020,-9.31,7.38,2.69,8.69,12.31,1.62,-0.78,0.31,-0.12,2.50,5.60,1.11,0.00,0.00,-2.69
232301333,-9.19,7.25,2.75,9.19,14.19,1.81,-1.11,0.95,-0.24,2.50,5.60,1.11,0.00,0.00,-2.75
232311337,-9.06,7.19,2.75,10.12,15.94,0.69,-0.61,0.07,-0.08,2.50,5.60,1.10,0.00,0.00,-2.75
232321920,-8.75,6.94,2.75,10.94,17.00,-1.44,-0.37,0.39,0.00,2.50,5.60,1.11,0.00,0.00,-2.75
232331924,-8.75,6.94,2.75,11.50,17.56,-3.44,-0.39,0.13,0.19,2.50,5.60,1.12,0.00,0.00,-2.75
232341928,-8.56,6.88,2.69,11.81,18.06,-5.00,0.01,-0.22,0.27,2.50,5.60,1.13,0.00,0.00,-2.69
232351931,-8.38,6.75,2.69,12.06,18.19,-6.31,0.63,-0.47,0.46,2.50,5.60,1.12,0.00,0.00,-2.69
232361935,-8.19,6.62,2.62,11.31,18.06,-7.06,0.29,-0.34,0.42,2.50,5.60,1.12,0.00,0.00,-2.62
232371937,-8.00,6.50,2.50,10.50,18.19,-6.81,0.62,0.08,0.31,2.50,5.60,1.13,0.00,0.00,-2.50
232382404,-7.81,6.44,2.44,10.25,18.38,-6.75,0.87,-0.08,0.32,2.50,5.60,1.14,0.00,0.00,-2.44
232392407,-7.62,6.31,2.38,9.56,18.12,-6.75,0.35,-0.04,0.24,2.50,5.60,1.15,0.00,0.00,-2.38
232403239,-7.31,6.19,2.31,8.56,17.94,-6.19,0.89,0.12,0.19,2.50,5.60,1.15,0.00,0.00,-2.31
232413242,-7.12,6.12,2.25,7.94,18.19,-4.50,1.07,-0.37,0.34,2.50,5.60,1.20,0.00,0.00,-2.25
232423248,-6.94,6.06,2.25,7.06,18.06,-2.44,0.74,0.00,0.38,2.50,5.60,1.20,0.00,0.00,-2.25
232433252,-6.75,6.00,2.25,6.31,17.75,-0.56,1.01,0.42,0.55,2.50,5.60,1.20,0.00,0.00,-2.25
232443254,-6.56,5.94,2.25,6.00,17.81,1.25,0.89,0.24,0.58,2.50,5.60,1.21,0.00,0.00,-2.25
232453257,-6.44,5.88,2.25,5.62,17.12,2.56,0.18,0.33,0.61,2.50,5.60,1.21,0.00,0.00,-2.25
232463260,-6.25,5.81,2.31,5.12,16.62,1.75,-0.07,0.36,0.54,2.50,5.60,1.21,0.00,0.00,-2.31
232473265,-6.12,5.75,2.31,4.75,16.19,-0.62,0.95,0.19,0.43,2.50,5.60,1.22,0.00,0.00,-2.31
232483268,-5.94,5.69,2.25,4.44,15.44,-3.38,0.08,0.04,0.37,2.50,5.60,1.23,0.00,0.00,-2.25
232493271,-5.81,5.69,2.19,4.19,14.38,-6.31,0.21,0.05,0.27,2.50,5.60,1.23,0.00,0.00,-2.19
232503274,-5.69,5.62,2.12,3.50,14.00,-8.81,1.01,0.12,0.13,2.50,5.60,1.24,0.00,0.00,-2.12
232513278,-5.56,5.62,2.06,3.12,13.06,-9.56,0.30,0.82,0.04,2.50,5.60,1.27,0.00,0.00,-2.06
232523281,-5.38,5.62,1.94,2.56,12.38,-9.25,-0.34,0.85,-0.11,2.50,5.60,1.28,0.00,0.00,-1.94
232533294,-5.38,5.62,1.94,2.81,12.12,-8.88,0.34,0.55,-0.12,2.50,5.60,1.29,0.00,0.00,-1.94
232543296,-5.12,5.56,1.81,2.81,12.12,-8.88,0.43,0.31,-0.29,2.50,5.60,1.29,0.00,0.00,-1.81
232553299,-5.00,5.50,1.75,3.75,11.88,-7.69,0.19,0.55,-0.50,2.50,5.60,1.29,0.00,0.00,-1.75
232563302,-4.94,5.50,1.69,4.19,11.88,-7.56,0.37,0.51,-0.60,2.50,5.60,1.29,0.00,0.00,-1.69
232573304,-4.81,5.44,1.62,4.88,11.31,-6.81,1.17,0.62,-0.63,2.50,5.60,1.31,0.00,0.00,-1.62
232583307,-4.81,5.44,1.62,5.94,10.94,-5.88,0.50,0.81,-1.00,2.50,5.60,1.31,0.00,0.00,-1.62
232593309,-4.69,5.38,1.56,7.06,10.88,-5.25,0.13,0.42,-0.92,2.50,5.60,1.32,0.00,0.00,-1.56
232603312,-4.44,5.25,1.44,7.88,10.50,-4.56,0.22,0.83,-1.02,2.50,5.60,1.33,0.00,0.00,-1.44
232613315,-4.38,5.19,1.44,9.44,10.12,-4.06,0.10,1.17,-1.11,2.50,5.60,1.31,0.00,0.00,-1.44
232623318,-4.25,5.06,1.38,11.50,9.81,-3.88,-0.08,0.56,-1.12,2.50,5.60,1.32,0.00,0.00,-1.38
232633322,-4.25,5.06,1.38,12.88,9.81,-3.88,-0.31,0.64,-1.28,2.50,5.60,1.33,0.00,0.00,-1.38
232643325,-4.19,4.94,1.31,14.25,9.94,-4.00,0.02,0.67,-1.41,2.50,5.60,1.34,0.00,0.00,-1.31
232653852,-4.00,4.62,1.25,15.81,9.69,-4.00,0.27,0.50,-1.41,2.50,5.60,1.35,0.00,0.00,-1.25
232663857,-3.88,4.50,1.19,16.75,9.38,-4.31,0.13,0.79,-1.71,2.50,5.60,1.35,0.00,0.00,-1.19
232674102,-3.81,4.31,1.19,18.06,9.31,-4.94,0.34,0.70,-1.73,2.50,5.60,1.35,0.00,0.00,-1.19
232684106,-3.81,4.31,1.19,19.12,8.75,-5.06,0.46,0.29,-1.63,2.50,5.60,1.35,0.00,0.00,-1.19
232695500,-3.62,3.94,1.06,19.94,8.00,-5.00,0.16,0.31,-1.52,2.50,5.60,1.36,0.00,0.00,-1.06
232705503,-3.56,3.75,1.00,20.69,7.38,-4.94,0.41,0.40,-1.52,2.50,5.60,1.35,0.00,0.00,-1.00
232717370,-3.50,3.56,0.94,21.62,6.50,-5.00,0.58,-0.03,-1.50,2.50,5.60,1.36,0.00,0.00,-0.94
232727825,-3.44,3.31,0.88,21.81,5.56,-5.75,0.43,-0.19,-1.55,2.50,5.60,1.37,0.00,0.00,-0.88
232737828,-3.38,3.12,0.81,21.38,4.62,-8.06,0.71,-0.47,-1.65,2.50,5.60,1.38,0.00,0.00,-0.81
232747832,-3.31,2.94,0.69,20.38,2.88,-10.00,1.00,-1.12,-1.57,2.50,5.60,1.38,0.00,0.00,-0.69
232758671,-3.31,2.75,0.56,18.94,1.38,-11.69,0.77,-1.28,-1.51,2.50,5.60,1.39,0.00,0.00,-0.56
232769932,-3.31,2.62,0.44,17.00,0.31,-12.06,0.75,-1.43,-1.44,2.50,5.60,1.39,0.00,0.00,-0.44
232780902,-3.31,2.44,0.38,15.06,-0.69,-11.38,1.18,-1.10,-1.35,2.50,5.60,1.40,0.00,0.00,-0.38
232790905,-3.31,2.31,0.25,13.62,-1.88,-9.38,0.99,-0.73,-1.05,2.50,5.60,1.40,0.00,0.00,-0.25
232800909,-3.38,2.25,0.19,12.50,-3.06,-7.81,1.30,-0.15,-1.19,2.50,5.60,1.40,0.00,0.00,-0.19
232811129,-3.38,2.12,0.12,12.00,-4.12,-7.19,1.31,-0.18,-1.16,2.50,5.60,1.41,0.00,0.00,-0.12
232821132,-3.44,2.00,0.00,11.69,-5.69,-7.12,0.59,-0.71,-1.13,2.50,5.60,1.41,0.00,0.00,0.00
232831470,-3.50,1.88,-0.06,11.06,-6.75,-7.06,0.59,-0.71,-1.13,2.50,5.60,1.41,0.00,0.00,0.06
232841475,-3.56,1.81,-0.12,10.12,-7.62,-8.06,0.82,-0.83,-1.25,2.50,5.60,1.41,0.00,0.00,0.12
232851477,-3.62,1.75,-0.25,8.88,-8.44,-9.75,0.31,-0.92,-1.37,2.50,5.60,1.42,0.00,0.00,0.25
232861658,-3.75,1.69,-0.38,7.44,-9.31,-11.69,-0.11,-0.31,-1.26,2.50,5.60,1.42,0.00,0.00,0.38
232871727,-3.81,1.62,-0.50,6.31,-9.31,-13.81,-0.27,-0.36,-1.17,2.50,5.60,1.43,0.00,0.00,0.50
232882911,-3.94,1.56,-0.62,5.75,-9.19,-16.69,-0.31,-0.04,-1.18,2.50,5.60,1.43,0.00,0.00,0.62
232892913,-4.00,1.50,-0.81,5.06,-8.69,-19.00,-0.55,-0.32,-1.09,2.50,5.60,1.43,0.00,0.00,0.81
232902917,-4.06,1.50,-1.00,3.19,-6.50,-19.81,-0.63,-1.56,-0.80,2.50,5.60,1.43,0.00,0.00,1.00
232912920,-4.12,1.50,-1.25,0.88,-5.00,-18.94,-0.20,-1.55,-0.86,2.50,5.60,1.44,0.00,0.00,1.25
232922923,-4.19,1.50,-1.44,-1.62,-3.06,-17.81,-0.31,-1.55,-0.86,2.50,5.60,1.44,0.00,0.00,1.44
232933861,-4.19,1.50,-1.56,-3.62,-1.00,-16.19,-0.88,-1.16,-0.86,2.50,5.60,1.44,0.00,0.00,1.56
232943865,-4.19,1.56,-1.75,-5.06,1.44,-14.94,-1.06,-0.42,-0.91,2.50,5.60,1.45,0.00,0.00,1.75
232953868,-4.19,1.62,-1.88,-6.12,3.62,-14.00,-0.95,-0.49,-0.83,2.50,5.60,1.45,0.00,0.00,1.88
232963870,-4.12,1.69,-2.00,-7.12,5.56,-12.75,-1.15,-0.79,-0.76,2.50,5.60,1.44,0.00,0.00,2.00
232974453,-4.06,1.75,-2.12,-8.38,7.94,-11.50,-1.03,-0.77,-0.73,2.50,5.60,1.44,0.00,0.00,2.12
232984458,-4.00,1.88,-2.25,-9.38,9.62,-10.69,-0.27,-0.57,-0.79,2.50,5.60,1.44,0.00,0.00,2.25
232995985,-3.81,2.06,-2.44,-10.38,11.19,-9.00,-0.46,-0.56,-0.77,2.50,5.60,1.45,0.00,0.00,2.44
233005989,-3.69,2.19,-2.50,-11.25,12.88,-6.56,-0.68,-0.03,-0.83,2.50,5.60,1.45,0.00,0.00,2.50
233016018,-3.50,2.31,-2.50,-11.25,14.19,-4.50,-0.68,0.18,-0.70,2.50,5.60,1.44,0.00,0.00,2.50
233026021,-3.38,2.38,-2.56,-11.31,15.25,-2.50,-0.76,-0.09,-0.24,2.50,5.60,1.44,0.00,0.00,2.56
233036025,-3.25,2.50,-2.50,-11.50,15.94,-0.56,-0.72,0.22,-0.18,2.50,5.60,1.45,0.00,0.00,2.50
233046030,-3.06,2.62,-2.50,-11.38,17.00,1.25,-0.38,0.53,0.01,2.50,5.60,1.45,0.00,0.00,2.500
233056034,-2.88,2.69,-2.50,-10.69,17.00,2.69,-0.11,0.36,0.15,2.50,5.60,1.45,0.00,0.00,2.500
233066037,-2.75,2.81,-2.44,-9.75,16.81,3.62,-0.01,0.82,-0.05,2.50,5.60,1.45,0.00,0.00,2.440
233076049,-2.56,2.88,-2.38,-8.56,16.25,3.75,0.11,1.51,-0.35,2.50,5.60,1.45,0.00,0.00,2.380
233086053,-2.44,2.94,-2.38,-6.19,15.50,3.31,0.01,0.68,-0.17,2.50,5.60,1.45,0.00,0.00,2.380
233096056,-2.31,3.00,-2.31,-5.06,14.69,3.69,0.32,-0.52,0.43,2.50,5.60,1.46,0.00,0.00,2.310
233106058,-2.19,3.06,-2.25,-4.62,13.62,4.81,0.42,0.72,0.19,2.50,5.60,1.46,0.00,0.00,2.250
233116063,-2.06,3.06,-2.19,-3.06,12.56,5.31,0.29,0.04,0.35,2.50,5.60,1.46,0.00,0.00,2.190
233126066,-1.94,3.06,-2.12,-2.12,11.56,5.75,0.09,0.44,0.18,2.50,5.60,1.47,0.00,0.00,2.120
233136087,-1.81,3.06,-2.06,-0.19,11.00,5.19,0.24,0.97,-0.07,2.50,5.60,1.47,0.00,0.00,2.060
233146091,-1.75,3.06,-2.06,1.81,10.12,4.38,-0.03,-0.16,0.03,2.50,5.60,1.48,0.00,0.00,2.060
233156095,-1.62,3.06,-2.00,2.62,9.56,3.75,-0.39,0.01,-0.09,2.50,5.60,1.48,0.00,0.00,2.000
233166100,-1.56,3.00,-2.00,3.50,9.31,2.88,-0.45,0.33,-0.16,2.50,5.60,1.47,0.00,0.00,2.000
233177066,-1.44,2.94,-1.94,4.44,9.25,1.94,-0.69,0.07,-0.06,2.50,5.60,1.47,0.00,0.00,1.940
233187070,-1.38,2.94,-1.94,4.88,9.25,0.81,-0.80,-0.22,0.08,2.50,5.60,1.48,0.00,0.00,1.940
233197201,-1.31,2.88,-1.94,5.00,9.75,-0.62,-0.48,-0.31,0.10,2.50,5.60,1.48,0.00,0.00,1.940
233207205,-1.19,2.81,-1.94,5.00,10.06,-1.38,-0.39,-0.82,0.23,2.50,5.60,1.48,0.00,0.00,1.940
233217208,-1.06,2.75,-2.00,4.06,10.06,-1.44,-0.23,-0.82,0.20,2.50,5.60,1.48,0.00,0.00,2.000
233227212,-1.00,2.75,-2.00,3.25,9.94,-1.62,0.17,-0.57,-0.06,2.50,5.60,1.49,0.00,0.00,2.000
233238469,-0.88,2.69,-2.00,2.69,9.38,-2.25,0.15,-0.70,-0.13,2.50,5.60,1.49,0.00,0.00,2.000
233248472,-0.81,2.69,-2.06,1.62,9.06,-2.75,0.35,-0.78,-0.24,2.50,5.60,1.50,0.00,0.00,2.060
233258476,-0.75,2.69,-2.06,0.62,8.00,-2.75,0.70,-0.29,-0.29,2.50,5.60,1.50,0.00,0.00,2.060
233268480,-0.69,2.69,-2.06,0.50,6.44,-1.94,0.83,-0.26,-0.22,2.50,5.60,1.50,0.00,0.00,2.060
233278484,-0.62,2.69,-2.06,0.62,5.38,-1.00,1.10,-0.13,-0.31,2.50,5.60,1.50,0.00,0.00,2.060
233288487,-0.56,2.69,-2.06,0.38,3.88,0.88,1.20,0.21,-0.55,2.50,5.60,1.51,0.00,0.00,2.0660
233298490,-0.56,2.69,-2.06,1.00,2.25,2.31,1.04,0.13,-0.70,2.50,5.60,1.50,0.00,0.00,2.0660
233308494,-0.56,2.69,-2.00,1.38,0.56,3.19,1.11,0.03,-0.90,2.50,5.60,1.51,0.00,0.00,2.0060
233318498,-0.56,2.62,-2.00,1.56,-1.12,4.62,1.00,0.34,-0.99,2.50,5.60,1.51,0.00,0.00,2.000
233328501,-0.62,2.62,-1.94,1.94,-2.62,5.69,0.38,0.26,-1.03,2.50,5.60,1.52,0.00,0.00,1.940
233338505,-0.62,2.62,-1.88,2.06,-4.12,5.69,0.04,-0.12,-0.97,2.50,5.60,1.53,0.00,0.00,1.880
233348509,-0.69,2.56,-1.81,1.75,-4.88,5.25,-0.01,-0.35,-0.90,2.50,5.60,1.51,0.00,0.00,1.810
233358513,-0.75,2.56,-1.75,1.44,-5.56,4.44,-0.24,-0.46,-0.88,2.50,5.60,1.51,0.00,0.00,1.750
233368515,-0.81,2.56,-1.75,0.75,-5.88,3.06,-0.20,-0.68,-0.85,2.50,5.60,1.51,0.00,0.00,1.750
233378517,-0.88,2.56,-1.75,-0.12,-5.94,2.06,0.05,-0.43,-0.91,2.50,5.60,1.51,0.00,0.00,1.750
233388520,-0.94,2.56,-1.69,-0.31,-6.25,1.50,-0.16,-0.35,-0.97,2.50,5.60,1.51,0.00,0.00,1.69
233398526,-1.00,2.56,-1.69,-0.31,-5.94,1.38,-0.17,-0.32,-1.05,2.50,5.60,1.51,0.00,0.00,1.69
233408532,-1.06,2.56,-1.69,-0.56,-6.12,1.19,-0.14,-0.11,-1.17,2.50,5.60,1.52,0.00,0.00,1.69
233418535,-1.12,2.56,-1.69,-0.62,-6.00,0.94,-0.61,-0.18,-1.22,2.50,5.60,1.52,0.00,0.00,1.69
233428538,-1.19,2.56,-1.69,-0.69,-6.06,-0.12,-0.69,-0.26,-1.11,2.50,5.60,1.52,0.00,0.00,1.69
233438541,-1.25,2.56,-1.69,-1.00,-6.06,-1.75,-0.64,-0.06,-1.12,2.50,5.60,1.52,0.00,0.00,1.69
233450224,-1.25,2.62,-1.75,-1.19,-6.12,-3.50,-0.67,0.07,-1.09,2.50,5.60,1.52,0.00,0.00,1.75
233460604,-1.31,2.62,-1.81,-0.94,-6.12,-5.38,-0.74,0.01,-1.02,2.50,5.60,1.53,0.00,0.00,1.81
233474056,-1.38,2.62,-1.88,-1.06,-6.00,-6.38,-0.46,0.18,-1.09,2.50,5.60,1.52,0.00,0.00,1.88
233484415,-1.44,2.62,-1.94,-1.12,-5.62,-6.00,-0.46,0.18,-1.09,2.50,5.60,1.53,0.00,0.00,1.94
233494419,-1.50,2.62,-2.00,-0.69,-5.19,-5.44,-0.36,0.16,-1.03,2.50,5.60,1.53,0.00,0.00,2.00
233504423,-1.56,2.62,-2.00,-0.75,-4.44,-4.62,-0.59,-0.11,-0.82,2.50,5.60,1.51,0.00,0.00,2.00
233515680,-1.56,2.69,-2.06,-0.75,-3.19,-4.00,-0.50,-0.13,-0.72,2.50,5.60,1.53,0.00,0.00,2.06
233525684,-1.62,2.69,-2.12,-1.50,-2.69,-4.44,-0.19,-0.08,-0.63,2.50,5.60,1.53,0.00,0.00,2.12
233535688,-1.62,2.69,-2.12,-1.50,-2.69,-4.44,-0.19,-0.08,-0.63,2.50,5.60,1.52,0.00,0.00,2.12
233545690,-1.62,2.69,-2.19,-1.88,-2.19,-4.56,-0.37,-0.24,-0.59,2.50,5.60,1.53,0.00,0.00,2.19
233555694,-1.69,2.75,-2.25,-2.50,-1.12,-3.69,0.10,-0.03,-0.60,2.50,5.60,1.52,0.00,0.00,2.25
233565697,-1.69,2.75,-2.25,-2.75,-0.69,-3.00,-0.01,-0.12,-0.51,2.50,5.60,1.52,0.00,0.00,2.25
233575700,-1.69,2.81,-2.31,-2.94,-0.50,-2.19,0.15,-0.12,-0.31,2.50,5.60,1.53,0.00,0.00,2.31
233585703,-1.69,2.81,-2.31,-2.94,-0.50,-2.19,0.15,-0.12,-0.31,2.50,5.60,1.53,0.00,0.00,2.31
233595706,-1.69,2.81,-2.31,-3.00,-0.31,-1.31,0.16,-0.23,-0.23,2.50,5.60,1.52,0.00,0.00,2.31
233605710,-1.69,2.88,-2.31,-3.75,-0.56,-0.50,-0.07,-0.23,-0.11,2.50,5.60,1.52,0.00,0.00,2.31
233615712,-1.69,2.94,-2.31,-3.75,-0.56,-0.50,-0.04,-0.41,-0.03,2.50,5.60,1.53,0.00,0.00,2.31
233626052,-1.69,2.94,-2.31,-4.50,-0.31,-0.31,-0.13,-0.25,-0.07,2.50,5.60,1.52,0.00,0.00,2.31
233636055,-1.69,3.00,-2.31,-4.50,-0.31,-0.31,-0.13,-0.25,-0.07,2.50,5.60,1.53,0.00,0.00,2.31
233646059,-1.69,3.06,-2.31,-5.00,-0.38,-0.44,-0.10,-0.10,-0.09,2.50,5.60,1.53,0.00,0.00,2.31
233656063,-1.69,3.06,-2.31,-5.31,-0.12,-0.25,-0.23,-0.29,0.03,2.50,5.60,1.52,0.00,0.00,2.31
233668104,-1.69,3.19,-2.31,-5.69,-0.06,-0.50,-0.27,-0.31,0.08,2.50,5.60,1.53,0.00,0.00,2.31
233678108,-1.69,3.19,-2.31,-5.94,-0.12,-1.44,-0.23,-0.39,0.08,2.50,5.60,1.52,0.00,0.00,2.31
233688346,-1.75,3.25,-2.38,-6.06,-0.31,-2.25,-0.33,-0.26,0.09,2.50,5.60,1.52,0.00,0.00,2.38
233698350,-1.75,3.31,-2.38,-6.19,-0.44,-3.88,-0.56,-0.15,0.02,2.50,5.60,1.52,0.00,0.00,2.38
233708598,-1.75,3.38,-2.44,-6.31,-0.19,-5.12,-0.42,-0.14,-0.03,2.50,5.60,1.53,0.00,0.00,2.44
233718601,-1.75,3.44,-2.50,-6.44,-0.19,-6.25,-0.53,-0.13,-0.07,2.50,5.60,1.53,0.00,0.00,2.50
233728605,-1.69,3.50,-2.56,-6.38,0.06,-6.62,-0.61,-0.13,-0.12,2.50,5.60,1.52,0.00,0.00,2.56
233738608,-1.69,3.56,-2.62,-6.50,0.88,-7.12,-0.28,0.14,-0.25,2.50,5.60,1.53,0.00,0.00,2.62
233748610,-1.69,3.62,-2.69,-6.19,1.25,-7.12,-0.34,0.23,-0.29,2.50,5.60,1.53,0.00,0.00,2.69
233758613,-1.69,3.69,-2.75,-5.69,1.69,-7.12,-0.32,0.33,-0.39,2.50,5.60,1.53,0.00,0.00,2.75
233768616,-1.62,3.69,-2.81,-5.00,1.69,-7.31,-0.09,0.54,-0.40,2.50,5.60,1.52,0.00,0.00,2.81
233778620,-1.62,3.75,-2.94,-4.00,2.06,-6.75,-0.06,0.70,-0.41,2.50,5.60,1.52,0.00,0.00,2.94
233788624,-1.56,3.81,-2.94,-2.88,2.38,-6.19,0.02,0.61,-0.39,2.50,5.60,1.52,0.00,0.00,2.94
233798628,-1.56,3.81,-3.00,-1.88,2.31,-5.19,0.32,0.42,-0.31,2.50,5.60,1.53,0.00,0.00,3.00
233808632,-1.56,3.81,-3.06,-1.44,1.88,-4.00,0.25,0.37,-0.34,2.50,5.60,1.52,0.00,0.00,3.06
233818635,-1.50,3.81,-3.06,-1.06,2.06,-2.50,0.23,0.47,-0.41,2.50,5.60,1.52,0.00,0.00,3.06
233828637,-1.50,3.81,-3.06,-0.62,1.81,-1.00,0.35,0.59,-0.56,2.50,5.60,1.53,0.00,0.00,3.06
233838641,-1.50,3.81,-3.06,0.06,1.81,0.38,0.42,0.56,-0.58,2.50,5.60,1.53,0.00,0.00,3.066
233848646,-1.50,3.81,-3.06,0.69,1.62,1.94,0.29,0.83,-0.63,2.50,5.60,1.53,0.00,0.00,3.066
233858651,-1.50,3.81,-3.06,1.88,1.38,3.44,0.45,0.60,-0.54,2.50,5.60,1.52,0.00,0.00,3.066
233868654,-1.38,3.94,-3.06,2.81,1.06,4.94,0.39,0.61,-0.57,2.50,5.60,1.53,0.00,0.00,3.066
233878833,-1.31,4.00,-3.00,3.62,0.75,6.00,0.28,0.56,-0.53,2.50,5.60,1.52,0.00,0.00,3.006
233888837,-1.25,4.06,-2.94,4.31,0.25,6.62,0.27,0.43,-0.46,2.50,5.60,1.53,0.00,0.00,2.946
233899463,-1.25,4.06,-2.81,5.00,0.12,6.75,0.02,0.16,-0.44,2.50,5.60,1.53,0.00,0.00,2.816
233909468,-1.25,4.06,-2.75,5.44,-0.25,6.44,0.03,0.07,-0.48,2.50,5.60,1.53,0.00,0.00,2.75
233919472,-1.25,4.00,-2.69,5.38,-0.50,5.75,0.19,0.12,-0.49,2.50,5.60,1.53,0.00,0.00,2.69
233929475,-1.25,3.94,-2.62,5.75,-1.00,5.44,0.20,0.21,-0.48,2.50,5.60,1.52,0.00,0.00,2.62
233939765,-1.25,3.88,-2.56,6.31,-1.12,5.31,0.19,0.04,-0.36,2.50,5.60,1.53,0.00,0.00,2.56
233949769,-1.31,3.81,-2.56,6.62,-1.50,5.31,0.31,-0.09,-0.35,2.50,5.60,1.53,0.00,0.00,2.56
233960478,-1.31,3.75,-2.50,6.88,-1.94,5.06,0.25,-0.26,-0.27,2.50,5.60,1.53,0.00,0.00,2.50
233970480,-1.31,3.69,-2.44,6.69,-2.25,5.06,0.17,-0.50,-0.23,2.50,5.60,1.53,0.00,0.00,2.44
233980485,-1.38,3.62,-2.38,6.38,-2.50,5.25,0.18,-0.75,-0.08,2.50,5.60,1.53,0.00,0.00,2.38
233992385,-1.38,3.56,-2.31,5.50,-3.19,5.31,0.28,-0.87,-0.02,2.50,5.60,1.53,0.00,0.00,2.31
234002388,-1.44,3.50,-2.31,4.31,-3.38,5.00,0.03,-0.84,-0.05,2.50,5.60,1.52,0.00,0.00,2.31
234013577,-1.44,3.50,-2.25,3.31,-3.56,4.19,0.18,-0.73,-0.07,2.50,5.60,1.53,0.00,0.00,2.25
234024598,-1.50,3.44,-2.25,2.31,-4.00,3.00,0.06,-0.68,-0.01,2.50,5.60,1.53,0.00,0.00,2.25
234036391,-1.56,3.44,-2.19,1.62,-4.38,2.19,0.18,-0.61,0.00,2.50,5.60,1.53,0.00,0.00,2.19
234046394,-1.56,3.31,-2.19,0.94,-4.88,1.31,0.26,-0.57,0.03,2.50,5.60,1.53,0.00,0.00,2.19
234056956,-1.56,3.25,-2.19,0.25,-5.25,0.75,0.15,-0.74,0.22,2.50,5.60,1.53,0.00,0.00,2.19
234066959,-1.62,3.19,-2.19,-0.31,-5.69,0.81,0.22,-0.64,0.21,2.50,5.60,1.52,0.00,0.00,2.19
234077064,-1.62,3.12,-2.19,-0.94,-6.25,0.69,0.22,-0.46,0.17,2.50,5.60,1.53,0.00,0.00,2.19
234090590,-1.69,3.06,-2.19,-2.25,-6.56,0.44,0.19,-0.27,0.19,2.50,5.60,1.53,0.00,0.00,2.19
234100594,-1.69,3.00,-2.19,-2.25,-6.69,0.50,0.28,-0.03,0.12,2.50,5.60,1.52,0.00,0.00,2.19
234110702,-1.88,3.06,-2.19,-2.31,-6.75,0.62,0.19,-0.01,0.16,2.50,5.60,1.52,0.00,0.00,2.19
234120704,-1.94,3.12,-2.19,-2.00,-6.94,0.69,0.07,-0.09,0.26,2.50,5.60,1.53,0.00,0.00,2.19
234130708,-2.00,3.12,-2.19,-2.00,-7.25,0.94,0.05,-0.34,0.36,2.50,5.60,1.53,0.00,0.00,2.19
234140711,-2.00,3.12,-2.19,-2.25,-7.31,1.62,-0.09,-0.43,0.50,2.50,5.60,1.53,0.00,0.00,2.19
234150716,-2.12,3.19,-2.12,-2.69,-7.56,2.19,-0.33,-0.35,0.50,2.50,5.60,1.53,0.00,0.00,2.12
234160721,-2.19,3.19,-2.12,-3.12,-7.44,2.81,-0.44,-0.27,0.44,2.50,5.60,1.53,0.00,0.00,2.12
234170723,-2.25,3.25,-2.06,-3.62,-7.44,3.00,-0.49,-0.22,0.42,2.50,5.60,1.53,0.00,0.00,2.06
234180727,-2.38,3.25,-2.06,-3.88,-7.19,3.00,-0.88,0.03,0.35,2.50,5.60,1.53,0.00,0.00,2.06
234190730,-2.38,3.25,-2.06,-3.88,-6.88,3.00,-0.65,-0.02,0.39,2.50,5.60,1.53,0.00,0.00,2.06
234200732,-2.44,3.31,-2.00,-3.88,-6.56,2.31,-0.66,-0.12,0.46,2.50,5.60,1.53,0.00,0.00,2.00
234210734,-2.56,3.38,-2.00,-3.75,-6.12,2.31,-0.62,-0.13,0.46,2.50,5.60,1.53,0.00,0.00,2.00
234220738,-2.62,3.44,-1.94,-3.81,-5.69,2.19,-0.85,-0.06,0.49,2.50,5.60,1.53,0.00,0.00,1.94
234230742,-2.62,3.44,-1.94,-3.75,-5.44,1.56,-0.74,-0.08,0.46,2.50,5.60,1.53,0.00,0.00,1.94
234240746,-2.62,3.44,-1.94,-3.88,-4.62,1.38,-1.02,0.19,0.40,2.50,5.60,1.54,0.00,0.00,1.94
234250749,-2.75,3.50,-1.94,-4.06,-3.75,1.12,-1.00,0.33,0.34,2.50,5.60,1.54,0.00,0.00,1.94
234260752,-2.75,3.56,-1.94,-3.69,-2.56,1.06,-0.98,0.32,0.23,2.50,5.60,1.53,0.00,0.00,1.94
234270757,-2.75,3.56,-1.88,-3.38,-1.50,1.12,-0.96,0.48,0.17,2.50,5.60,1.53,0.00,0.00,1.88
234280762,-2.75,3.62,-1.88,-2.88,-0.56,1.44,-0.80,0.40,0.18,2.50,5.60,1.54,0.00,0.00,1.88
234290765,-2.75,3.62,-1.88,-2.31,0.62,1.75,-0.65,0.23,0.23,2.50,5.60,1.53,0.00,0.00,1.88
