Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,alt,cP,cR,cYI
95176978,-3.06,6.94,0.00,0.19,-0.50,0.00,0.06,-0.03,-0.14,2.50,5.60,0.57,0.00,0.00,0.00
95186981,-3.06,6.94,0.00,0.06,-0.81,-0.12,-0.13,-0.04,-0.10,2.50,5.60,0.54,0.00,0.00,0.12
95196984,-3.06,6.94,0.00,-0.06,-0.69,0.12,-0.30,-0.01,-0.11,2.50,5.60,0.56,0.00,0.00,-0.12
95206988,-3.06,6.94,0.00,-0.12,-0.38,-0.19,-0.47,0.00,-0.09,2.50,5.60,0.57,0.00,0.00,0.19
95218214,-3.06,6.94,0.00,-0.06,0.06,0.00,-0.19,0.09,-0.18,2.50,5.60,0.57,0.00,0.00,0.0019
95228216,-3.06,6.94,0.00,-0.06,0.75,-0.06,-0.02,0.14,-0.14,2.50,5.60,0.56,0.00,0.00,0.069
95239918,-3.06,6.94,0.00,-0.06,0.81,0.00,0.28,0.05,-0.14,2.50,5.60,0.56,0.00,0.00,0.0069
95249921,-3.06,6.94,0.00,0.06,0.56,0.00,0.42,-0.01,-0.09,2.50,5.60,0.58,0.00,0.00,0.0069
95261127,-3.06,6.94,0.00,0.31,0.12,0.06,0.39,-0.13,-0.09,2.50,5.60,0.57,0.00,0.00,-0.069
95271968,-3.06,6.94,0.00,0.12,-0.44,0.06,0.14,-0.12,-0.11,2.50,5.60,0.55,0.00,0.00,-0.069
95284311,-3.06,6.94,0.00,-0.06,-0.75,0.06,-0.28,0.02,-0.11,2.50,5.60,0.58,0.00,0.00,-0.06
95295340,-3.06,6.94,0.00,-0.25,-0.88,0.00,-0.32,0.18,-0.16,2.50,5.60,0.55,0.00,0.00,0.00
95306129,-3.06,6.94,0.00,-0.06,0.12,-0.06,-0.27,0.07,-0.13,2.50,5.60,0.55,0.00,0.00,0.06
95316132,-3.06,6.94,0.00,0.12,0.50,0.00,-0.07,0.01,-0.15,2.50,5.60,0.56,0.00,0.00,0.006
95326136,-3.06,6.94,0.00,0.12,0.44,0.00,0.11,-0.05,-0.09,2.50,5.60,0.55,0.00,0.00,0.006
95336139,-3.06,6.94,0.00,0.12,0.81,0.06,0.45,-0.11,-0.08,2.50,5.60,0.54,0.00,0.00,-0.06
95347151,-3.06,6.94,0.00,-0.06,0.06,-0.06,0.39,-0.09,-0.09,2.50,5.60,0.55,0.00,0.00,0.06
95357154,-3.06,6.94,0.00,-0.25,-0.31,0.00,0.28,-0.01,-0.12,2.50,5.60,0.55,0.00,0.00,0.00
95367157,-3.06,6.94,0.00,-0.25,-0.75,0.00,-0.01,0.06,-0.14,2.50,5.60,0.55,0.00,0.00,0.00
95377160,-3.06,6.94,0.00,0.00,-0.88,-0.12,-0.32,0.11,-0.18,2.50,5.60,0.55,0.00,0.00,0.12
95387164,-3.06,6.94,0.00,0.12,-0.56,0.00,-0.33,0.00,-0.10,2.50,5.60,0.55,0.00,0.00,0.00
95397169,-3.06,6.94,0.00,0.06,0.19,0.06,-0.27,-0.05,-0.10,2.50,5.60,0.55,0.00,0.00,-0.06
95408470,-3.06,6.94,0.00,0.06,0.56,0.00,-0.14,-0.05,-0.09,2.50,5.60,0.55,0.00,0.00,0.00
95418475,-3.06,6.94,0.00,-0.06,0.56,0.12,0.27,-0.04,-0.12,2.50,5.60,0.55,0.00,0.00,-0.12
95430108,-3.06,6.94,0.00,-0.12,0.44,0.00,0.42,-0.01,-0.11,2.50,5.60,0.55,0.00,0.00,0.00
95440111,-3.06,6.94,0.00,-0.06,0.00,-0.06,0.45,0.06,-0.10,2.50,5.60,0.55,0.00,0.00,0.06
95451316,-3.06,6.94,0.00,0.00,-0.19,0.06,0.32,0.02,-0.12,2.50,5.60,0.54,0.00,0.00,-0.06
95461490,-3.12,6.94,0.00,0.06,-0.69,0.06,-0.15,0.03,-0.12,2.50,5.60,0.56,0.00,0.00,-0.06
95474548,-3.12,6.94,0.00,0.25,-0.62,0.00,-0.28,-0.05,-0.09,2.50,5.60,0.55,0.00,0.00,0.00
95485678,-3.12,6.94,0.00,0.06,-0.31,0.06,-0.33,0.06,-0.12,2.50,5.60,0.54,0.00,0.00,-0.06
95497353,-3.12,6.94,0.00,-0.12,0.44,0.06,0.01,0.06,-0.13,2.50,5.60,0.58,0.00,0.00,-0.06
95507356,-3.12,6.94,0.00,0.00,0.56,0.06,0.22,0.07,-0.13,2.50,5.60,0.59,0.00,0.00,-0.06
95517393,-3.12,6.94,0.00,0.19,0.38,0.00,0.44,0.00,-0.15,2.50,5.60,0.56,0.00,0.00,0.00
95527398,-3.12,6.94,0.00,0.12,0.12,0.00,0.37,-0.11,-0.10,2.50,5.60,0.55,0.00,0.00,0.00
95537401,-3.12,6.94,0.00,0.12,-0.25,0.12,0.16,-0.10,-0.09,2.50,5.60,0.57,0.00,0.00,-0.12
95549159,-3.12,6.94,0.00,-0.12,-0.69,-0.06,-0.04,-0.04,-0.07,2.50,5.60,0.56,0.00,0.00,0.06
95559164,-3.12,6.94,0.00,-0.19,-0.50,0.19,-0.21,0.01,-0.15,2.50,5.60,0.56,0.00,0.00,-0.19
95569564,-3.12,6.94,0.00,-0.19,-0.44,0.00,-0.37,0.07,-0.15,2.50,5.60,0.56,0.00,0.00,0.00
95579567,-3.12,6.94,0.00,-0.06,0.12,0.06,-0.28,0.14,-0.16,2.50,5.60,0.58,0.00,0.00,-0.06
95589571,-3.12,6.94,0.00,0.31,0.56,0.00,-0.03,0.03,-0.15,2.50,5.60,0.56,0.00,0.00,0.006
95600385,-3.12,6.94,0.00,0.25,0.69,0.06,0.12,-0.06,-0.10,2.50,5.60,0.56,0.00,0.00,-0.06
95610389,-3.12,6.94,0.00,0.06,0.44,-0.25,0.28,-0.18,-0.08,2.50,5.60,0.57,0.00,0.00,0.25
95620394,-3.12,6.94,0.00,0.06,0.12,0.06,0.37,-0.05,-0.12,2.50,5.60,0.58,0.00,0.00,-0.06
95630397,-3.12,6.94,0.00,-0.12,-0.38,-0.06,0.22,0.00,-0.13,2.50,5.60,0.57,0.00,0.00,0.06
95640399,-3.12,6.94,0.00,-0.19,-0.75,-0.06,0.03,0.03,-0.15,2.50,5.60,0.57,0.00,0.00,0.06
95650402,-3.12,6.94,0.00,-0.19,-0.81,-0.06,-0.21,0.09,-0.15,2.50,5.60,0.58,0.00,0.00,0.06
95660405,-3.12,6.94,0.00,0.06,-0.50,0.00,-0.27,0.05,-0.11,2.50,5.60,0.57,0.00,0.00,0.006
95670409,-3.12,6.94,0.00,0.31,0.00,0.06,-0.29,0.00,-0.12,2.50,5.60,0.56,0.00,0.00,-0.06
95681151,-3.12,6.94,0.00,0.12,0.44,0.06,-0.14,-0.07,-0.08,2.50,5.60,0.59,0.00,0.00,-0.06
95691153,-3.12,6.94,0.00,0.06,0.75,0.12,0.14,-0.07,-0.10,2.50,5.60,0.56,0.00,0.00,-0.12
95703140,-3.12,6.94,0.00,-0.06,0.50,-0.06,0.36,-0.02,-0.13,2.50,5.60,0.55,0.00,0.00,0.06
95714378,-3.12,6.94,0.00,-0.12,0.06,0.00,0.36,-0.02,-0.13,2.50,5.60,0.58,0.00,0.00,0.00
95730677,-3.12,6.94,0.00,0.12,-0.62,0.00,0.05,0.03,-0.16,2.50,5.60,0.53,0.00,0.00,0.00
95740680,-3.12,6.94,0.00,-0.06,-0.62,0.00,-0.28,0.00,-0.11,2.50,5.60,0.57,0.00,0.00,0.00
95750684,-3.12,6.94,0.00,0.00,-0.56,-0.12,-0.37,-0.07,-0.08,2.50,5.60,0.56,0.00,0.00,0.12
95760688,-3.12,6.94,0.00,0.00,-0.19,0.00,-0.30,-0.04,-0.11,2.50,5.60,0.56,0.00,0.00,0.00
95770692,-3.12,6.94,0.00,-0.19,0.19,0.06,-0.12,0.07,-0.15,2.50,5.60,0.57,0.00,0.00,-0.06
95780697,-3.12,6.94,0.00,-0.06,0.69,-0.06,0.25,0.00,-0.15,2.50,5.60,0.58,0.00,0.00,0.06
95790701,-3.12,6.94,0.00,0.06,0.50,0.00,0.34,0.04,-0.12,2.50,5.60,0.56,0.00,0.00,0.0006
95800705,-3.12,6.94,0.00,0.12,0.12,0.06,0.39,0.01,-0.12,2.50,5.60,0.55,0.00,0.00,-0.066
95810709,-3.12,6.94,0.00,0.12,-0.38,-0.06,0.39,-0.13,-0.07,2.50,5.60,0.56,0.00,0.00,0.06
95820713,-3.12,6.94,0.00,0.06,-0.62,0.00,-0.03,-0.04,-0.11,2.50,5.60,0.59,0.00,0.00,0.00
95830716,-3.12,6.94,0.00,-0.12,-0.69,-0.06,-0.21,0.00,-0.09,2.50,5.60,0.58,0.00,0.00,0.06
95840720,-3.12,6.94,0.00,-0.25,-0.38,0.06,-0.29,0.15,-0.15,2.50,5.60,0.56,0.00,0.00,-0.06
95850725,-3.12,6.94,0.00,-0.12,-0.06,0.00,-0.33,0.22,-0.15,2.50,5.60,0.56,0.00,0.00,0.00
95860730,-3.12,6.94,0.00,0.19,0.38,-0.06,-0.06,0.04,-0.14,2.50,5.60,0.57,0.00,0.00,0.06
95870734,-3.12,6.94,0.00,0.19,0.50,0.12,0.21,-0.03,-0.11,2.50,5.60,0.57,0.00,0.00,-0.12
95880737,-3.12,6.94,0.00,0.12,0.62,-0.12,0.32,-0.15,-0.07,2.50,5.60,0.58,0.00,0.00,0.12
95890741,-3.12,6.94,0.00,0.00,0.31,0.12,0.42,-0.18,-0.07,2.50,5.60,0.57,0.00,0.00,-0.12
95900745,-3.12,6.94,0.00,-0.06,0.00,0.06,0.25,-0.03,-0.11,2.50,5.60,0.55,0.00,0.00,-0.06
95910748,-3.12,6.94,0.00,-0.06,-0.62,0.06,0.02,0.10,-0.14,2.50,5.60,0.56,0.00,0.00,-0.06
95920750,-3.12,6.94,0.00,-0.19,-0.69,0.19,-0.09,0.15,-0.16,2.50,5.60,0.59,0.00,0.00,-0.19
95930753,-3.12,6.94,0.00,0.06,-0.62,0.00,-0.26,0.05,-0.11,2.50,5.60,0.56,0.00,0.00,0.009
95940757,-3.12,6.94,0.00,0.06,-0.25,0.06,-0.27,-0.04,-0.12,2.50,5.60,0.56,0.00,0.00,-0.06
95950760,-3.12,6.94,0.00,0.19,-0.06,-0.12,-0.05,-0.08,-0.08,2.50,5.60,0.54,0.00,0.00,0.12
95960764,-3.12,6.94,0.00,0.06,0.50,-0.06,0.07,-0.05,-0.10,2.50,5.60,0.58,0.00,0.00,0.062
95970767,-3.12,6.94,0.00,-0.12,0.44,-0.06,0.35,-0.07,-0.16,2.50,5.60,0.55,0.00,0.00,0.06
95980769,-3.12,6.94,0.00,-0.06,0.25,-0.06,0.32,0.09,-0.13,2.50,5.60,0.56,0.00,0.00,0.06
95990772,-3.12,6.94,0.00,0.00,-0.06,0.00,0.29,0.08,-0.13,2.50,5.60,0.59,0.00,0.00,0.00
96000775,-3.12,6.94,0.00,0.06,-0.25,0.06,0.08,0.00,-0.12,2.50,5.60,0.57,0.00,0.00,-0.06
96010780,-3.12,6.94,0.00,0.19,-0.75,-0.06,-0.24,-0.02,-0.11,2.50,5.60,0.55,0.00,0.00,0.06
96020783,-3.12,6.94,0.00,0.06,-0.50,-0.06,-0.26,-0.05,-0.12,2.50,5.60,0.58,0.00,0.00,0.06
96030788,-3.12,6.94,0.00,0.00,-0.25,0.06,-0.26,0.01,-0.10,2.50,5.60,0.56,0.00,0.00,-0.06
96041437,-3.12,6.94,0.00,0.00,0.38,-0.06,-0.14,0.03,-0.10,2.50,5.60,0.56,0.00,0.00,0.06
96051440,-3.12,6.94,0.00,-0.06,0.31,-0.12,0.20,0.02,-0.12,2.50,5.60,0.56,0.00,0.00,0.12
96062156,-3.12,6.94,0.00,0.06,0.50,-0.06,0.35,-0.02,-0.13,2.50,5.60,0.56,0.00,0.00,0.06
96072158,-3.12,6.94,0.00,0.12,0.19,0.00,0.35,-0.07,-0.12,2.50,5.60,0.57,0.00,0.00,0.00
96082840,-3.12,6.94,0.00,0.06,-0.19,0.06,0.25,-0.09,-0.09,2.50,5.60,0.57,0.00,0.00,-0.06
96092844,-3.12,6.94,0.00,0.19,-0.38,0.06,-0.02,-0.04,-0.11,2.50,5.60,0.56,0.00,0.00,-0.06
96102847,-3.12,6.94,0.00,-0.06,-0.56,0.06,-0.17,0.10,-0.14,2.50,5.60,0.54,0.00,0.00,-0.06
96112850,-3.12,6.94,0.00,-0.12,-0.50,0.12,-0.28,0.10,-0.15,2.50,5.60,0.57,0.00,0.00,-0.12
96122855,-3.12,6.94,0.00,0.00,0.00,-0.06,-0.26,0.12,-0.16,2.50,5.60,0.57,0.00,0.00,0.06
96132859,-3.12,6.94,0.00,-0.06,0.06,0.06,0.01,0.02,-0.13,2.50,5.60,0.57,0.00,0.00,-0.06
96142862,-3.12,6.94,0.00,0.12,0.31,0.06,0.16,-0.05,-0.11,2.50,5.60,0.58,0.00,0.00,-0.06
96152865,-3.12,6.94,0.00,0.31,0.56,-0.12,0.27,-0.12,-0.10,2.50,5.60,0.56,0.00,0.00,0.12
96162868,-3.12,6.94,0.00,0.06,-0.06,0.06,0.35,-0.13,-0.08,2.50,5.60,0.58,0.00,0.00,-0.06
96173463,-3.12,6.94,0.00,0.00,-0.19,-0.12,0.21,-0.01,-0.13,2.50,5.60,0.57,0.00,0.00,0.12
96183468,-3.12,6.94,0.00,-0.06,-0.50,-0.06,0.02,0.03,-0.11,2.50,5.60,0.57,0.00,0.00,0.06
96193471,-3.12,6.94,0.00,-0.06,-0.56,0.00,-0.10,0.07,-0.15,2.50,5.60,0.56,0.00,0.00,0.00
96203473,-3.12,6.94,0.00,-0.06,-0.56,0.00,-0.25,0.11,-0.17,2.50,5.60,0.56,0.00,0.00,0.00
96213476,-3.12,6.94,0.00,0.06,0.06,0.00,-0.21,0.00,-0.12,2.50,5.60,0.59,0.00,0.00,0.00
96223480,-3.12,6.94,0.00,0.06,0.31,0.06,-0.06,-0.01,-0.13,2.50,5.60,0.56,0.00,0.00,-0.06
96233484,-3.12,6.94,0.00,0.25,0.31,0.06,0.08,-0.01,-0.11,2.50,5.60,0.58,0.00,0.00,-0.06
96243487,-3.12,6.94,0.00,0.06,0.38,-0.12,0.26,0.00,-0.10,2.50,5.60,0.56,0.00,0.00,0.12
96253490,-3.12,6.94,0.00,-0.19,0.06,-0.19,0.30,0.02,-0.13,2.50,5.60,0.55,0.00,0.00,0.19
96263492,-3.12,6.94,0.00,-0.19,-0.12,0.00,0.24,0.02,-0.13,2.50,5.60,0.57,0.00,0.00,0.00
96273496,-3.12,6.94,0.00,-0.12,-0.19,0.12,0.06,0.02,-0.14,2.50,5.60,0.55,0.00,0.00,-0.12
96283501,-3.12,6.94,0.00,0.06,-0.56,-0.06,-0.10,0.00,-0.14,2.50,5.60,0.54,0.00,0.00,0.06
96293504,-3.12,6.94,0.00,-0.06,-0.81,-0.06,-0.26,-0.05,-0.09,2.50,5.60,0.56,0.00,0.00,0.06
96303507,-3.12,6.94,0.00,0.06,-0.31,-0.06,-0.21,-0.01,-0.10,2.50,5.60,0.53,0.00,0.00,0.06
96313511,-3.12,6.94,0.00,0.12,0.19,-0.06,-0.08,0.03,-0.09,2.50,5.60,0.56,0.00,0.00,0.066
96323516,-3.12,6.94,0.00,-0.06,0.44,-0.12,0.09,0.07,-0.17,2.50,5.60,0.53,0.00,0.00,0.126
96333520,-3.12,6.94,0.00,-0.06,0.50,0.06,0.32,0.03,-0.11,2.50,5.60,0.54,0.00,0.00,-0.066
96344281,-3.12,6.94,0.00,0.00,0.19,-0.06,0.34,-0.01,-0.13,2.50,5.60,0.56,0.00,0.00,0.066
96354285,-3.12,6.94,0.00,0.00,-0.06,0.12,0.27,-0.08,-0.07,2.50,5.60,0.55,0.00,0.00,-0.12
96364287,-3.12,6.94,0.00,0.06,-0.31,-0.06,0.10,-0.07,-0.08,2.50,5.60,0.56,0.00,0.00,0.06
96374291,-3.12,6.94,0.00,-0.12,-0.56,-0.06,-0.17,0.00,-0.12,2.50,5.60,0.55,0.00,0.00,0.06
96384293,-3.12,6.94,0.00,-0.12,-0.38,0.06,-0.24,0.04,-0.16,2.50,5.60,0.56,0.00,0.00,-0.06
96394296,-3.12,6.94,0.00,-0.19,-0.12,0.06,-0.21,0.10,-0.13,2.50,5.60,0.57,0.00,0.00,-0.06
96404300,-3.12,6.94,0.00,0.00,0.25,-0.06,-0.13,0.08,-0.11,2.50,5.60,0.56,0.00,0.00,0.066
96414304,-3.12,6.94,0.00,0.00,0.06,-0.06,0.13,0.00,-0.13,2.50,5.60,0.55,0.00,0.00,0.066
96424306,-3.12,6.94,0.00,0.31,0.44,-0.06,0.30,-0.05,-0.11,2.50,5.60,0.57,0.00,0.00,0.066
96434308,-3.12,6.94,0.00,0.06,0.50,0.19,0.29,-0.11,-0.10,2.50,5.60,0.55,0.00,0.00,-0.196
96444311,-3.12,6.94,0.00,0.00,-0.06,0.06,0.25,-0.07,-0.11,2.50,5.60,0.55,0.00,0.00,-0.06
96454314,-3.12,6.94,0.00,-0.12,-0.44,-0.19,0.02,0.04,-0.11,2.50,5.60,0.56,0.00,0.00,0.19
96464317,-3.19,6.94,0.00,-0.06,-0.62,0.12,-0.13,0.11,-0.13,2.50,5.60,0.55,0.00,0.00,-0.12
96474331,-3.19,6.94,0.00,-0.06,-0.62,0.06,-0.20,0.09,-0.14,2.50,5.60,0.56,0.00,0.00,-0.06
96484940,-3.19,6.94,0.00,0.25,-0.31,-0.06,-0.22,0.05,-0.14,2.50,5.60,0.54,0.00,0.00,0.06
96494943,-3.19,6.94,0.00,0.12,0.00,0.00,-0.01,-0.01,-0.11,2.50,5.60,0.55,0.00,0.00,0.00
96506958,-3.19,6.94,0.00,0.25,0.25,-0.06,0.08,-0.09,-0.09,2.50,5.60,0.56,0.00,0.00,0.06
96517421,-3.19,6.94,0.00,0.06,0.38,-0.12,0.22,-0.02,-0.08,2.50,5.60,0.55,0.00,0.00,0.12
96531992,-3.19,6.94,0.00,-0.19,0.06,0.00,0.22,0.04,-0.13,2.50,5.60,0.57,0.00,0.00,0.00
96541995,-3.19,6.94,0.00,-0.06,-0.50,0.06,0.06,0.05,-0.11,2.50,5.60,0.57,0.00,0.00,-0.06
96551999,-3.19,6.94,0.00,0.06,-0.31,0.00,-0.07,0.00,-0.12,2.50,5.60,0.56,0.00,0.00,0.00
96562001,-3.19,6.94,0.00,0.06,-0.31,0.00,-0.20,-0.04,-0.11,2.50,5.60,0.57,0.00,0.00,0.00
96572006,-3.19,6.94,0.00,0.06,-0.12,-0.06,-0.19,-0.03,-0.13,2.50,5.60,0.55,0.00,0.00,0.06
96582010,-3.19,6.94,0.00,0.00,0.25,0.06,-0.08,0.01,-0.11,2.50,5.60,0.57,0.00,0.00,-0.066
96592013,-3.19,6.94,0.00,-0.12,0.19,-0.06,0.06,0.01,-0.14,2.50,5.60,0.56,0.00,0.00,0.066
96602854,-3.19,6.94,0.00,0.00,0.31,0.00,0.21,0.05,-0.14,2.50,5.60,0.57,0.00,0.00,0.0066
96612856,-3.19,6.94,0.00,0.06,0.00,-0.06,0.31,-0.03,-0.12,2.50,5.60,0.55,0.00,0.00,0.06
96623998,-3.19,6.94,0.00,0.06,-0.56,-0.19,0.23,-0.03,-0.13,2.50,5.60,0.56,0.00,0.00,0.19
96634001,-3.19,6.94,0.00,0.06,-0.44,-0.06,0.09,-0.06,-0.13,2.50,5.60,0.56,0.00,0.00,0.06
96644974,-3.19,6.94,0.00,0.00,-0.44,0.06,-0.02,-0.03,-0.14,2.50,5.60,0.55,0.00,0.00,-0.06
96654978,-3.19,6.94,0.00,-0.12,-0.19,-0.12,-0.21,0.05,-0.13,2.50,5.60,0.56,0.00,0.00,0.12
96665687,-3.19,6.94,0.00,0.00,-0.12,0.06,-0.18,0.10,-0.13,2.50,5.60,0.58,0.00,0.00,-0.06
96675701,-3.19,6.94,0.00,0.12,0.25,0.00,-0.09,0.07,-0.14,2.50,5.60,0.57,0.00,0.00,0.006
96686501,-3.19,6.94,0.00,0.12,0.19,-0.06,0.02,0.05,-0.13,2.50,5.60,0.55,0.00,0.00,0.066
96696504,-3.19,6.94,0.00,0.00,0.25,0.12,0.26,-0.07,-0.10,2.50,5.60,0.55,0.00,0.00,-0.12
96707095,-3.19,6.94,0.00,-0.06,0.12,0.19,0.26,-0.08,-0.09,2.50,5.60,0.57,0.00,0.00,-0.19
96717661,-3.19,6.94,0.00,0.00,-0.31,-0.06,0.23,-0.07,-0.09,2.50,5.60,0.55,0.00,0.00,0.06
96731552,-3.19,6.94,0.00,-0.19,-0.44,-0.06,-0.11,0.08,-0.13,2.50,5.60,0.54,0.00,0.00,0.06
96741863,-3.19,6.94,0.00,-0.06,-0.50,0.00,-0.19,0.08,-0.14,2.50,5.60,0.57,0.00,0.00,0.00
96755939,-3.19,6.94,0.00,0.12,-0.06,0.00,-0.19,0.04,-0.09,2.50,5.60,0.58,0.00,0.00,0.00
96765941,-3.19,6.94,0.00,0.12,0.25,0.00,-0.12,0.00,-0.10,2.50,5.60,0.55,0.00,0.00,0.00
96775943,-3.19,6.94,0.00,0.06,0.25,0.00,0.13,-0.06,-0.11,2.50,5.60,0.57,0.00,0.00,0.00
96785947,-3.19,6.94,0.00,-0.12,0.19,-0.06,0.22,-0.04,-0.11,2.50,5.60,0.55,0.00,0.00,0.06
96795951,-3.19,6.94,0.00,-0.19,0.12,-0.06,0.29,-0.01,-0.12,2.50,5.60,0.56,0.00,0.00,0.06
96805956,-3.19,6.94,0.00,-0.19,-0.25,0.00,0.26,0.02,-0.13,2.50,5.60,0.55,0.00,0.00,0.00
96815961,-3.19,6.94,0.00,0.00,-0.44,-0.06,0.04,0.03,-0.13,2.50,5.60,0.56,0.00,0.00,0.06
96827571,-3.19,6.94,0.00,0.00,-0.44,-0.06,-0.06,0.02,-0.15,2.50,5.60,0.55,0.00,0.00,0.06
96837574,-3.19,6.94,0.00,0.06,-0.50,-0.06,-0.15,0.00,-0.11,2.50,5.60,0.55,0.00,0.00,0.06
96848979,-3.19,6.94,0.00,-0.06,-0.06,0.00,-0.20,-0.02,-0.10,2.50,5.60,0.55,0.00,0.00,0.00
96858984,-3.19,6.94,0.00,-0.06,0.19,0.00,-0.05,0.00,-0.10,2.50,5.60,0.54,0.00,0.00,0.00
96870801,-3.19,6.94,0.00,-0.06,0.50,-0.06,0.19,0.04,-0.15,2.50,5.60,0.57,0.00,0.00,0.06
96881566,-3.19,6.94,0.00,-0.06,0.12,-0.06,0.27,0.03,-0.13,2.50,5.60,0.55,0.00,0.00,0.06
