Time,sensPitch,sensRoll,sensYaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,alt,cP,cR,cYI
162932703,-3.31,4.88,2.56,5.69,-14.12,-2.19,0.47,0.11,-0.70,2.50,5.60,1.25,-5.69,0.00,0.00
162942705,-3.44,4.81,2.56,6.06,-14.75,-3.19,0.46,0.05,-0.71,2.50,5.60,1.25,-6.06,0.00,0.00
162952707,-3.56,4.75,2.50,6.44,-15.50,-4.00,0.48,-0.32,-0.57,2.50,5.60,1.25,-6.44,0.00,0.00
162962711,-3.75,4.69,2.44,6.31,-16.19,-4.88,0.38,-0.36,-0.55,2.50,5.60,1.26,-6.31,0.00,0.00
162972713,-3.88,4.62,2.38,6.06,-16.75,-5.12,0.63,-0.41,-0.57,2.50,5.60,1.26,-6.06,0.00,0.00
162982717,-4.06,4.56,2.31,5.50,-17.50,-5.06,0.59,-0.42,-0.62,2.50,5.60,1.27,-5.50,0.00,0.00
162992753,-4.25,4.56,2.25,5.00,-18.12,-4.69,0.35,0.16,-0.85,2.50,5.60,1.26,-5.00,0.00,0.00
163002757,-4.44,4.50,2.25,4.50,-18.75,-3.56,0.40,0.31,-0.84,2.50,5.60,1.27,-4.50,0.00,0.00
163013379,-4.62,4.44,2.19,4.69,-19.38,-2.94,0.47,-0.20,-0.63,2.50,5.60,1.27,-4.69,0.00,0.00
163023384,-4.81,4.44,2.12,4.75,-19.88,-2.19,0.60,-0.25,-0.52,2.50,5.60,1.26,-4.75,0.00,0.00
163035432,-4.94,4.38,2.12,4.44,-20.88,-1.25,0.43,-0.36,-0.43,2.50,5.60,1.26,-4.44,0.00,0.00
163046743,-5.12,4.31,2.12,4.00,-21.31,-0.62,0.49,-0.77,-0.38,2.50,5.60,1.27,-4.00,0.00,0.00
163061912,-5.56,4.25,2.12,2.19,-22.12,0.75,0.35,-0.36,-0.48,2.50,5.60,1.27,-2.19,0.00,-0.00
163071915,-5.81,4.25,2.12,1.31,-22.75,1.25,0.23,-0.35,-0.49,2.50,5.60,1.26,-1.31,0.00,-0.00
163083058,-6.00,4.25,2.12,0.62,-22.69,1.50,0.22,0.01,-0.56,2.50,5.60,1.26,-0.62,0.00,-0.00
163093061,-6.25,4.25,2.12,0.25,-23.06,2.00,0.21,0.08,-0.49,2.50,5.60,1.27,-0.25,0.00,-0.00
163103065,-6.44,4.25,2.12,0.44,-23.38,2.25,0.23,-0.05,-0.42,2.50,5.60,1.28,-0.44,0.00,-0.00
163113067,-6.69,4.25,2.12,0.56,-23.50,2.12,0.04,-0.05,-0.31,2.50,5.60,1.28,-0.56,0.00,-0.00
163123071,-6.94,4.25,2.19,0.62,-23.88,1.75,-0.07,-0.35,-0.14,2.50,5.60,1.27,-0.62,0.00,-0.00
163133075,-7.12,4.25,2.19,0.81,-23.88,1.19,-0.02,-0.58,-0.04,2.50,5.60,1.26,-0.81,0.00,-0.00
163143079,-7.38,4.25,2.12,0.06,-23.94,-0.06,0.08,-0.82,0.06,2.50,5.60,1.26,-0.06,0.00,0.000
163153083,-7.62,4.25,2.12,-0.94,-24.12,-0.81,-0.02,-0.84,0.17,2.50,5.60,1.28,0.94,0.00,0.00
163163088,-7.88,4.25,2.12,-2.12,-24.19,-1.19,0.16,-0.78,0.24,2.50,5.60,1.28,2.12,0.00,0.00
163173092,-8.06,4.31,2.12,-3.56,-24.25,-1.69,0.21,-0.68,0.21,2.50,5.60,1.28,3.56,0.00,0.00
163185633,-8.31,4.38,2.06,-4.62,-24.69,-1.56,0.18,-0.53,0.13,2.50,5.60,1.29,4.62,0.00,0.00
163197741,-8.56,4.44,2.06,-5.69,-24.56,-1.31,-0.23,-0.29,0.15,2.50,5.60,1.28,5.69,0.00,0.00
163208665,-8.81,4.50,2.06,-6.25,-24.69,-1.38,0.03,-0.28,0.24,2.50,5.60,1.28,6.25,0.00,0.00
163219739,-9.00,4.56,2.00,-6.62,-24.88,-1.62,0.03,-0.22,0.29,2.50,5.60,1.28,6.62,0.00,0.00
163229743,-9.25,4.62,2.00,-7.12,-24.88,-2.19,0.11,-0.22,0.17,2.50,5.60,1.28,7.12,0.00,0.00
163241457,-9.50,4.69,1.94,-7.81,-25.31,-4.38,0.38,-0.29,0.10,2.50,5.60,1.28,7.81,0.00,0.00
163251461,-9.75,4.81,1.94,-8.12,-25.62,-5.25,0.42,-0.18,0.04,2.50,5.60,1.30,8.12,0.00,0.00
163261463,-10.00,4.88,1.88,-8.12,-25.62,-5.25,0.33,-0.18,0.01,2.50,5.60,1.28,8.12,0.00,0.00
163271465,-10.19,4.94,1.81,-8.69,-26.38,-5.69,0.30,-0.30,0.01,2.50,5.60,1.29,8.69,0.00,0.00
163281469,-10.44,5.06,1.75,-9.62,-27.50,-6.69,0.23,-0.27,-0.03,2.50,5.60,1.29,9.62,0.00,0.00
163294533,-10.94,5.25,1.56,-10.06,-28.38,-7.25,0.23,-0.19,0.00,2.50,5.60,1.30,10.06,0.00,0.00
163304538,-11.19,5.38,1.50,-10.75,-28.88,-7.56,0.17,-0.21,-0.01,2.50,5.60,1.29,10.75,0.00,0.00
163314825,-11.44,5.50,1.44,-11.75,-29.94,-7.88,0.19,-0.13,-0.20,2.50,5.60,1.29,11.75,0.00,0.00
163324829,-11.75,5.62,1.38,-11.75,-29.94,-7.88,0.23,-0.12,-0.27,2.50,5.60,1.29,11.75,0.00,0.00
163334832,-12.00,5.75,1.31,-12.56,-30.62,-7.31,0.15,0.00,-0.36,2.50,5.60,1.29,12.56,0.00,0.00
163344835,-12.31,5.88,1.19,-12.88,-30.94,-7.12,0.12,0.02,-0.41,2.50,5.60,1.31,12.88,0.00,0.00
163354838,-12.62,6.06,1.12,-13.25,-31.06,-6.75,0.00,-0.10,-0.38,2.50,5.60,1.31,13.25,0.00,0.00
163364841,-12.88,6.19,1.06,-13.38,-31.12,-6.25,0.00,-0.08,-0.38,2.50,5.60,1.32,13.38,0.00,0.00
163374843,-13.19,6.38,1.00,-13.62,-31.38,-5.94,0.07,0.09,-0.45,2.50,5.60,1.32,13.62,0.00,0.00
163384847,-13.50,6.50,1.00,-13.69,-31.81,-5.69,0.12,0.08,-0.50,2.50,5.60,1.31,13.69,0.00,0.00
163394849,-13.81,6.69,0.94,-13.62,-32.00,-5.12,0.32,0.42,-0.67,2.50,5.60,1.31,13.62,0.00,0.00
163404853,-14.12,6.81,0.88,-13.25,-32.25,-4.56,0.45,0.46,-0.65,2.50,5.60,1.31,13.25,0.00,0.00
163414858,-14.44,6.94,0.81,-12.62,-32.75,-4.06,0.18,0.41,-0.63,2.50,5.60,1.31,12.62,0.00,0.00
163424863,-14.75,7.12,0.81,-12.19,-32.94,-4.00,0.21,0.39,-0.58,2.50,5.60,1.32,12.19,0.00,0.00
163436014,-15.06,7.25,0.75,-11.75,-33.12,-4.19,0.04,0.30,-0.58,2.50,5.60,1.32,11.75,0.00,0.00
163446018,-15.38,7.38,0.69,-11.38,-33.25,-4.31,-0.13,0.29,-0.57,2.50,5.60,1.32,11.38,0.00,0.00
163458289,-15.69,7.50,0.62,-10.88,-33.00,-4.62,-0.25,0.39,-0.61,2.50,5.60,1.32,10.88,0.00,0.00
163468291,-16.00,7.62,0.56,-10.38,-33.00,-4.69,-0.12,0.43,-0.65,2.50,5.60,1.33,10.38,0.00,0.00
163479291,-16.31,7.75,0.56,-9.62,-32.62,-4.44,0.08,0.65,-0.64,2.50,5.60,1.33,9.62,0.00,0.0000
163489982,-16.62,7.88,0.50,-9.06,-32.81,-4.38,0.20,0.61,-0.45,2.50,5.60,1.33,9.06,0.00,0.0000
163502373,-16.94,7.94,0.44,-7.50,-32.81,-4.19,0.15,0.48,-0.39,2.50,5.60,1.33,7.50,0.00,0.0000
163512377,-17.19,8.06,0.38,-7.50,-32.81,-4.19,0.25,0.50,-0.40,2.50,5.60,1.33,7.50,0.00,0.0000
163522381,-17.50,8.12,0.31,-6.69,-33.00,-3.88,0.27,0.54,-0.41,2.50,5.60,1.34,6.69,0.00,0.0000
163532385,-17.81,8.31,0.25,-5.25,-33.69,-4.44,0.22,0.60,-0.42,2.50,5.60,1.34,5.25,0.00,0.0000
163545068,-18.44,8.62,0.12,-4.06,-34.19,-4.50,0.32,0.67,-0.41,2.50,5.60,1.34,4.06,0.00,0.0000
163555072,-18.69,8.75,0.06,-3.00,-34.75,-4.31,0.59,0.49,-0.43,2.50,5.60,1.34,3.00,0.00,0.0000
163567159,-19.00,8.88,-0.06,-2.38,-35.44,-4.06,0.45,0.45,-0.39,2.50,5.60,1.35,2.38,0.00,0.000
163577163,-19.25,9.00,-0.12,-1.69,-35.94,-3.50,0.66,0.41,-0.39,2.50,5.60,1.35,1.69,0.00,0.000
163587166,-19.50,9.12,-0.19,-1.19,-36.38,-2.44,0.59,0.33,-0.41,2.50,5.60,1.35,1.19,0.00,0.000
163597169,-19.81,9.19,-0.25,-0.88,-36.88,-1.81,0.18,0.33,-0.34,2.50,5.60,1.35,0.88,0.00,0.000
163607173,-20.19,9.25,-0.25,-0.44,-37.19,-1.56,0.27,0.33,-0.37,2.50,5.60,1.36,0.44,0.00,0.000
163617177,-20.56,9.25,-0.31,-0.44,-37.50,-1.12,0.52,0.17,-0.31,2.50,5.60,1.26,0.44,0.00,0.000
163627180,-20.94,9.25,-0.31,-0.31,-38.56,-0.38,0.49,0.06,-0.30,2.50,5.60,0.94,0.31,0.00,0.000
163637602,-21.31,9.31,-0.38,-0.31,-39.00,0.31,0.52,0.07,-0.47,2.50,5.60,0.87,0.31,0.00,0.000
163648138,-21.69,9.31,-0.38,-0.38,-39.62,1.19,0.64,0.01,-0.48,2.50,5.60,0.87,0.38,0.00,0.000
163662258,-22.06,9.31,-0.38,-0.38,-40.50,1.94,0.38,0.00,-0.44,2.50,5.60,0.82,0.38,0.00,0.000
163672261,-22.44,9.38,-0.44,-0.25,-40.94,2.38,0.09,0.09,-0.46,2.50,5.60,0.78,0.25,0.00,0.000
163684843,-23.25,9.38,-0.44,-0.12,-41.44,2.50,0.06,0.11,-0.45,2.50,5.60,0.78,0.12,0.00,0.000
163694846,-23.62,9.44,-0.44,0.06,-41.56,2.50,0.16,0.16,-0.42,2.50,5.60,0.76,-0.06,0.00,0.000
163705051,-24.06,9.44,-0.44,0.38,-41.81,2.50,0.24,0.10,-0.36,2.50,5.60,0.75,-0.38,0.00,0.000
163715053,-24.44,9.44,-0.44,0.44,-42.31,2.38,0.09,0.01,-0.35,2.50,5.60,0.72,-0.44,0.00,0.000
163725057,-24.88,9.44,-0.44,0.44,-42.56,2.56,-0.06,0.00,-0.34,2.50,5.60,0.71,-0.44,0.00,0.00
163735060,-25.31,9.50,-0.44,0.62,-42.31,2.94,0.21,0.06,-0.37,2.50,5.60,0.69,-0.62,0.00,0.000
163745062,-25.69,9.50,-0.44,0.44,-42.31,2.88,-0.07,0.01,-0.41,2.50,5.60,0.68,-0.44,0.00,0.00
163755064,-26.12,9.50,-0.50,0.38,-42.50,2.44,-0.05,0.02,-0.37,2.50,5.60,0.66,-0.38,0.00,0.00
163765069,-26.50,9.56,-0.50,0.25,-42.25,1.88,0.05,0.06,-0.35,2.50,5.60,0.63,-0.25,0.00,0.00
163775072,-26.94,9.56,-0.50,0.31,-42.25,1.75,0.01,0.03,-0.29,2.50,5.60,0.63,-0.31,0.00,0.00
163785075,-27.31,9.62,-0.50,0.19,-42.00,1.62,-0.09,0.06,-0.29,2.50,5.60,0.61,-0.19,0.00,0.00
163795078,-27.69,9.62,-0.56,0.06,-41.62,1.94,0.09,-0.01,-0.26,2.50,5.60,0.60,-0.06,0.00,0.00
163805082,-28.12,9.62,-0.56,-0.12,-41.38,2.44,0.00,-0.12,-0.22,2.50,5.60,0.61,0.12,0.00,0.00
163815087,-28.50,9.69,-0.56,-0.56,-41.06,3.31,-0.07,-0.06,-0.17,2.50,5.60,0.59,0.56,0.00,0.00
163825488,-28.94,9.69,-0.56,-0.88,-40.69,3.75,-0.10,-0.24,-0.21,2.50,5.60,0.59,0.88,0.00,0.00
163835492,-29.31,9.75,-0.50,-1.31,-40.38,3.75,-0.19,-0.18,-0.20,2.50,5.60,0.60,1.31,0.00,0.00
163846733,-29.69,9.75,-0.50,-1.69,-39.88,3.56,-0.37,0.02,-0.27,2.50,5.60,0.59,1.69,0.00,0.00
163856736,-30.06,9.81,-0.50,-1.62,-39.31,3.06,-0.33,0.09,-0.26,2.50,5.60,0.58,1.62,0.00,0.00
163866965,-30.44,9.81,-0.50,-1.75,-38.69,2.56,-0.33,0.23,-0.27,2.50,5.60,0.58,1.75,0.00,0.00
163876968,-30.81,9.88,-0.50,-1.50,-38.69,2.19,-0.42,0.19,-0.23,2.50,5.60,0.55,1.50,0.00,0.00
163886971,-31.19,9.94,-0.50,-1.31,-38.12,2.06,-0.43,0.01,-0.22,2.50,5.60,0.57,1.31,0.00,0.00
163896974,-31.56,9.94,-0.50,-1.62,-37.50,1.88,-0.42,-0.11,-0.16,2.50,5.60,0.58,1.62,0.00,0.00
163906977,-31.88,10.00,-0.56,-1.81,-37.00,1.31,-0.54,-0.07,-0.22,2.50,5.60,0.56,1.81,0.00,0.00
163916981,-32.25,10.06,-0.56,-2.19,-36.50,0.88,-0.59,-0.01,-0.19,2.50,5.60,0.55,2.19,0.00,0.00
163926984,-32.56,10.12,-0.56,-2.25,-35.69,0.25,-0.60,0.08,-0.19,2.50,5.60,0.55,2.25,0.00,0.00
163936987,-32.94,10.19,-0.62,-2.44,-34.94,-0.31,-0.60,0.18,-0.21,2.50,5.60,0.56,2.44,0.00,0.00
163946990,-33.25,10.25,-0.62,-2.38,-34.44,-0.38,-0.30,0.25,-0.19,2.50,5.60,0.54,2.38,0.00,0.00
163956994,-33.56,10.31,-0.62,-2.38,-34.00,-0.31,-0.17,0.29,-0.21,2.50,5.60,0.54,2.38,0.00,0.00
163967088,-33.88,10.38,-0.69,-2.19,-33.94,-0.25,-0.09,0.25,-0.17,2.50,5.60,0.53,2.19,0.00,0.00
163977091,-34.25,10.44,-0.69,-2.31,-33.81,-0.25,0.04,0.11,-0.17,2.50,5.60,0.54,2.31,0.00,0.00
163987095,-34.56,10.50,-0.69,-2.44,-33.94,-0.19,-0.01,0.07,-0.23,2.50,5.60,0.54,2.44,0.00,0.00
163997099,-34.88,10.56,-0.69,-2.69,-33.94,0.19,-0.09,0.17,-0.18,2.50,5.60,0.54,2.69,0.00,0.00
164007102,-35.19,10.62,-0.75,-2.69,-33.88,0.12,-0.01,0.19,-0.18,2.50,5.60,0.51,2.69,0.00,0.00
164017106,-35.50,10.69,-0.75,-2.88,-33.69,0.81,0.02,0.17,-0.18,2.50,5.60,0.51,2.88,0.00,0.00
164027108,-35.81,10.81,-0.75,-2.88,-33.50,1.25,-0.09,0.51,-0.18,2.50,5.60,0.51,2.88,0.00,0.00
164037112,-36.19,10.88,-0.75,-2.44,-33.25,2.06,0.01,0.49,-0.15,2.50,5.60,0.51,2.44,0.00,0.00
164047115,-36.50,10.88,-0.75,-1.94,-33.25,2.69,0.11,0.43,-0.13,2.50,5.60,0.50,1.94,0.00,0.00
164057222,-36.81,10.94,-0.75,-1.75,-33.06,3.00,0.12,0.43,-0.16,2.50,5.60,0.51,1.75,0.00,0.00
164067225,-37.12,11.00,-0.75,-1.50,-32.88,3.19,-0.05,0.41,-0.25,2.50,5.60,0.49,1.50,0.00,0.00
164077868,-37.44,11.00,-0.75,-1.31,-32.62,3.19,-0.12,0.33,-0.28,2.50,5.60,0.50,1.31,0.00,0.00
164087872,-37.75,11.06,-0.75,-1.12,-32.44,2.81,-0.09,0.28,-0.28,2.50,5.60,0.49,1.12,0.00,0.00
164099957,-38.06,11.06,-0.75,-1.00,-32.06,2.50,-0.04,0.37,-0.28,2.50,5.60,0.47,1.00,0.00,0.00
164110776,-38.38,11.12,-0.75,-0.44,-31.94,2.75,-0.22,0.45,-0.24,2.50,5.60,0.47,0.44,0.00,0.00
164121752,-38.69,11.12,-0.69,-0.06,-31.38,3.25,-0.33,0.50,-0.20,2.50,5.60,0.47,0.06,0.00,0.00
164131756,-39.00,11.12,-0.69,0.50,-30.88,3.31,-0.35,0.66,-0.25,2.50,5.60,0.49,-0.50,0.00,0.00
164143280,-39.25,11.19,-0.69,1.00,-30.31,3.69,-0.65,0.47,-0.19,2.50,5.60,0.48,-1.00,0.00,0.00
164153869,-39.56,11.19,-0.69,1.50,-29.44,3.94,-0.59,-0.11,0.04,2.50,5.60,0.45,-1.50,0.00,0.00
164163967,-39.81,11.19,-0.69,2.00,-28.69,3.31,-0.59,-0.11,0.04,2.50,5.60,0.47,-2.00,0.00,0.00
164173971,-40.12,11.19,-0.69,2.00,-27.94,3.62,-0.44,0.20,0.00,2.50,5.60,0.47,-2.00,0.00,0.00
164183973,-40.38,11.12,-0.69,1.94,-26.88,3.56,-1.16,0.85,-0.21,2.50,5.60,0.45,-1.94,0.00,0.00
164194156,-40.62,11.12,-0.69,2.25,-25.75,3.44,-1.19,0.79,-0.17,2.50,5.60,0.43,-2.25,0.00,0.00
164205400,-40.88,11.12,-0.69,3.81,-22.31,2.75,-1.23,0.55,-0.13,2.50,5.60,0.49,-3.81,0.00,0.00
164215403,-41.06,11.12,-0.69,3.81,-22.31,2.75,-1.23,0.55,-0.13,2.50,5.60,0.44,-3.81,0.00,0.00
164226289,-41.25,11.06,-0.69,4.88,-17.69,2.00,-1.76,0.41,-0.10,2.50,5.60,0.47,-4.88,0.00,0.00
164236291,-41.44,11.06,-0.69,5.25,-15.19,1.56,-1.87,0.32,-0.04,2.50,5.60,0.44,-5.25,0.00,0.00
164246295,-41.56,11.00,-0.75,5.38,-12.50,1.19,-1.94,0.18,0.07,2.50,5.60,0.45,-5.38,0.00,0.00
164256298,-41.69,10.94,-0.75,5.25,-9.44,0.88,-2.18,0.17,0.16,2.50,5.60,0.44,-5.25,0.00,0.00
164266302,-41.81,10.94,-0.75,5.00,-6.44,0.38,-2.29,0.12,0.26,2.50,5.60,0.44,-5.00,0.00,0.00
164276306,-41.88,10.88,-0.81,4.50,-3.19,-0.06,-2.45,0.01,0.28,2.50,5.60,0.47,-4.50,0.00,0.00
164286310,-41.88,10.81,-0.81,4.19,0.19,-0.56,-2.47,0.13,0.25,2.50,5.60,0.43,-4.19,0.00,0.00
